training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
25.322392,0.15648028,0.1503091,0.582441,-23.175148,23.175148,0.0011179231,-22.074718,-23.17358,-23.661627,0.22625609,-0.17015198,10.931194,0.013631504011154174,68.15752649307251,5000
42.587425,0.13875817,0.13795489,0.492656,-40.707188,40.707188,0.0015922352,-39.694168,-40.707268,-41.128983,0.17828271,-0.25417888,9.891642,0.001381560230255127,75.06533312797546,10000
56.567833,0.14271632,0.13872588,0.4665729,-54.674095,54.674095,0.0013532145,-53.92918,-54.673584,-54.92863,0.17906328,-0.13548161,8.721993,0.0014056482315063477,82.09357738494873,15000
67.21524,0.13995744,0.1371336,0.463606,-65.35206,65.35206,0.0009155778,-64.92094,-65.35024,-65.48182,0.32541344,-0.21053001,11.345856,0.001421941566467285,89.20328950881958,20000
75.188805,0.12165445,0.119534336,0.40289283,-73.56937,73.56937,0.00073160755,-73.13964,-73.56808,-73.66389,0.23062237,-0.21187156,8.808504,0.001452488136291504,96.46573758125305,25000
81.60419,0.11618723,0.11479083,0.4014342,-80.04088,80.04088,0.07081644,-65.88526,-80.06352,-80.27211,0.17138451,-0.24883556,11.384827,0.0014389533519744873,103.66050863265991,30000
86.828545,0.116840854,0.11567378,0.3825138,-85.277626,85.277626,0.019687915,-69.28185,-85.280014,-85.61777,0.15524505,-0.14453457,10.469605,0.0014088398933410644,110.7047119140625,35000
90.08655,0.11609002,0.113717385,0.36677587,-88.55887,88.55887,0.004755363,-74.399536,-88.562515,-89.25892,0.2708737,-0.32750157,10.946038,0.0014215119838714599,117.81227898597717,40000
91.81887,0.11750616,0.114727765,0.37314582,-90.27066,90.27066,0.111671105,-29.770597,-90.36296,-92.564064,0.97798157,-1.1303763,22.464783,0.001414755392074585,124.88605999946594,45000
92.401215,0.13374549,0.12958963,0.36280137,-90.70096,90.70096,2.1984978,-32.05909,-90.8798,-94.860016,3.1700392,-2.7822993,58.47644,0.0014340160369873047,132.05614399909973,50000
89.487595,0.13853222,0.13510516,0.37546128,-87.726814,87.726814,2.634226,-17.275803,-88.27439,-96.538,0.9918654,-1.2282,37.46572,0.0013707711219787598,138.9100034236908,55000
83.19831,0.11430882,0.11166869,0.33053398,-81.724686,81.724686,1.1442537,-27.348719,-81.910034,-97.61847,0.8555435,-1.0322806,21.50677,0.0014071072578430177,145.94555854797363,60000
85.25493,0.11101663,0.108972095,0.36565077,-83.77911,83.77911,0.5770428,-20.848576,-83.90349,-98.732666,0.83225834,-0.74201334,24.254253,0.001425622320175171,153.07367658615112,65000
86.47829,0.10869082,0.106002025,0.36510578,-85.026276,85.026276,0.5944421,-18.468805,-85.07647,-99.68188,1.0765883,-1.0927619,28.49709,0.0013959530353546143,160.05345153808594,70000
87.362724,0.106056996,0.10388761,0.34877244,-85.953384,85.953384,0.38695607,-19.453053,-86.04903,-100.16424,0.9377567,-0.61583054,19.431824,0.0014185090065002442,167.146000623703,75000
91.559975,0.10619445,0.10517676,0.35651773,-90.14151,90.14151,0.10154352,-20.390875,-90.17619,-100.71673,0.3915901,-0.5710901,21.377205,0.0013982709884643556,174.13735961914062,80000
92.68209,0.109354526,0.10719895,0.34069902,-91.24785,91.24785,0.3582312,-29.298012,-91.32538,-100.93164,3.1010337,-2.5156524,41.925156,0.0013906991004943847,181.0908591747284,85000
92.46714,0.10144028,0.10085701,0.32035446,-91.132385,91.132385,0.665218,-25.269888,-91.20969,-101.1435,2.26065,-1.0269271,32.806335,0.0014127535820007324,188.15463089942932,90000
95.84066,0.08852768,0.087086886,0.33320066,-94.622185,94.622185,0.062979564,-29.304443,-94.65161,-101.373535,0.15837173,-0.1943148,11.204954,0.0014089676856994628,195.19947910308838,95000
96.27884,0.10592028,0.10506117,0.33657467,-94.883064,94.883064,0.15426277,-34.704426,-94.95082,-101.549164,2.8187718,-1.8987818,24.991207,0.001391402292251587,202.156494140625,100000
96.11658,0.10309429,0.10179521,0.3520355,-94.7336,94.7336,1.5542703,-7.481525,-94.85214,-101.751945,0.7039207,-0.8591343,24.63344,0.006701369142532348,235.6633439064026,105000
96.33183,0.10549284,0.10327676,0.31962526,-94.95728,94.95728,0.82012796,-35.936317,-95.0251,-101.67715,1.3228188,-1.7117118,34.92192,0.0014049392223358154,242.68804383277893,110000
94.70391,0.106384024,0.10485284,0.33129218,-93.30878,93.30878,0.9569102,-36.053905,-93.43159,-101.920425,0.50397396,-0.499272,18.496716,0.0013960811138153076,249.66845297813416,115000
93.46052,0.111734465,0.109165475,0.33191553,-92.01126,92.01126,1.1966621,-26.35585,-92.19949,-101.77026,4.19372,-4.7572813,48.416695,0.0014232012271881104,256.78446316719055,120000
90.251625,0.11967076,0.11526251,0.31762955,-88.73729,88.73729,3.3306751,-43.713135,-89.2003,-101.672005,1.5081781,-1.753061,46.00599,0.001437771224975586,263.97332549095154,125000
83.77338,0.09895882,0.09682974,0.28905544,-82.494736,82.494736,1.3092023,-44.568638,-82.83034,-101.53899,2.1585314,-3.5761793,57.720764,0.0014329840183258057,271.1382529735565,130000
78.898674,0.11352917,0.11068058,0.31633693,-77.447044,77.447044,1.7489946,-27.977629,-77.76807,-101.488205,1.3876635,-1.2176795,45.03549,0.0014126645565032958,278.2015800476074,135000
76.71385,0.11028535,0.10837051,0.32819083,-75.28281,75.28281,2.8590126,-24.431145,-75.728546,-101.39413,4.1588492,-2.7861953,59.10789,0.0013886036872863769,285.14460134506226,140000
71.42438,0.11285388,0.1098838,0.30304044,-69.9928,69.9928,1.5117259,-21.359852,-70.440796,-101.5397,1.1611733,-0.96495956,32.594738,0.0013961517333984375,292.12536430358887,145000
70.720436,0.103994414,0.10023432,0.3189682,-69.36153,69.36153,1.1734517,-26.346262,-69.56142,-101.42818,1.0729256,-0.7885084,38.834557,0.0014280086517333985,299.2654116153717,150000
