training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
24.904734,0.20425937,0.20022035,0.70334363,-23.588612,23.588612,0.37398893,-0.15536088,-23.605991,-25.556742,3.1345713,-6.0211725,61.88976,0.019053545665740967,95.26773190498352,5000
39.960663,0.17221977,0.16902725,0.6015494,-38.842453,38.842453,0.32853842,-0.011573594,-38.920246,-44.05229,8.0514555,-4.4027348,70.47545,0.001460417127609253,102.56982135772705,10000
51.687904,0.17452876,0.1736899,0.5801112,-50.584206,50.584206,0.52311134,-0.14668465,-50.743355,-59.13828,2.5173378,-2.7019792,46.53749,0.0014347811698913575,109.74373197555542,15000
61.29493,0.16634452,0.16684961,0.4884773,-60.30742,60.30742,0.39306086,-0.40202066,-60.420864,-71.88854,5.866605,-9.245791,70.80727,0.0014360517978668213,116.92399477958679,20000
66.19712,0.18158457,0.17800912,0.4900888,-65.16228,65.16228,0.97206557,-0.15509874,-65.425385,-83.37032,7.215684,-6.610977,87.53681,0.0014821824550628662,124.33491063117981,25000
71.77398,0.15089604,0.14862722,0.42599908,-70.895294,70.895294,0.6533977,-0.403162,-71.05502,-93.15947,16.411726,-10.483788,97.83997,0.0014476722240447997,131.57327675819397,30000
73.26871,0.15783408,0.15346389,0.45464715,-72.34056,72.34056,0.710593,-0.26453325,-72.45839,-105.073105,6.770904,-8.452164,85.073135,0.0014702547073364258,138.92455506324768,35000
75.71947,0.16574904,0.16186312,0.45612505,-74.7661,74.7661,0.46393535,-0.25194013,-74.9384,-101.91902,3.056739,-3.0877066,48.278545,0.00146614031791687,146.25526094436646,40000
77.27002,0.14281613,0.13963059,0.4197652,-76.42181,76.42181,0.5002379,-0.6743893,-76.58165,-99.40447,6.667626,-6.292996,65.05339,0.0014360315322875976,153.4354224205017,45000
78.67926,0.16016191,0.1577649,0.4293454,-77.76943,77.76943,0.6772615,-1.0186151,-77.91465,-124.707375,12.460103,-10.545204,110.403175,0.0015007160663604736,160.9390070438385,50000
81.765305,0.14405884,0.1411892,0.44421434,-80.888916,80.888916,1.1524432,-0.75156397,-81.037735,-117.78022,29.609354,-14.886519,192.07455,0.001417046880722046,168.02424478530884,55000
81.80119,0.1686641,0.16454181,0.38233343,-80.912865,80.912865,1.5248454,-0.025673822,-81.08914,-127.85359,12.17102,-16.432434,107.34903,0.0014241295337677003,175.1448962688446,60000
84.36068,0.14725614,0.14451793,0.43542406,-83.48349,83.48349,0.5661681,-0.19242044,-83.62913,-101.17116,3.271073,-2.4105215,38.430565,0.0014132106304168702,182.21095371246338,65000
83.32625,0.16089511,0.15786034,0.41684827,-82.42671,82.42671,0.42772788,0.5043403,-82.57494,-122.39363,6.4344726,-4.1684813,56.01995,0.0013460630893707276,188.94127249717712,70000
84.49005,0.1439625,0.14141577,0.37101215,-83.68715,83.68715,0.41872007,-0.4140909,-83.84709,-106.77958,13.17664,-2.5381901,88.44188,0.0013306045055389403,195.5942986011505,75000
83.00212,0.13951987,0.13806504,0.38896692,-82.194595,82.194595,0.352418,0.118171826,-82.33882,-107.134285,5.8562207,-2.884518,44.194244,0.00133705472946167,202.27957773208618,80000
84.33634,0.1443613,0.14233911,0.38850448,-83.514755,83.514755,0.47509995,-0.22910284,-83.73479,-108.52954,2.537341,-6.2551427,56.349693,0.0013505558013916015,209.0323612689972,85000
82.44266,0.14688359,0.14421064,0.36318874,-81.63882,81.63882,0.65141505,0.15451552,-81.8481,-107.95618,21.219019,-9.981074,115.59527,0.0013461043357849121,215.76288628578186,90000
82.14539,0.15396203,0.150662,0.38577846,-81.29773,81.29773,0.32386082,0.29698104,-81.469925,-108.019615,2.3493924,-2.6672084,36.63462,0.001351425552368164,222.52001857757568,95000
82.96913,0.14004672,0.13514438,0.39312276,-82.15587,82.15587,0.32266876,0.27155,-82.28809,-107.11579,15.226621,-6.9799542,81.69432,0.0013521299362182616,229.28067278862,100000
82.87571,0.14286292,0.14322074,0.3711604,-82.07596,82.07596,0.318447,0.3650303,-82.25366,-103.484085,3.44099,-4.622194,38.86288,0.009901143598556518,278.78639459609985,105000
83.22637,0.13170569,0.12953815,0.3453702,-82.485886,82.485886,0.494206,0.23607107,-82.66774,-104.43685,7.8410134,-6.6599693,69.679756,0.001448007869720459,286.026437997818,110000
84.33299,0.15453693,0.15020952,0.39062467,-83.47876,83.47876,0.19500357,0.090010524,-83.64604,-108.460236,3.2045054,-1.3896685,28.007154,0.0014640690803527832,293.3467872142792,115000
82.88895,0.14404772,0.13911107,0.3784185,-82.078384,82.078384,0.208496,0.20568572,-82.26988,-109.08592,1.6638706,-1.4556167,31.208061,0.0014383527755737304,300.5385546684265,120000
81.7878,0.15790464,0.15460357,0.38810807,-80.92598,80.92598,0.34249887,0.38539353,-81.105095,-110.401535,4.9583607,-4.1897335,53.329758,0.0014379109859466552,307.7281131744385,125000
82.907974,0.14102235,0.1393434,0.36592105,-82.11899,82.11899,0.7961079,0.36609218,-82.31478,-105.989876,18.844404,-25.173706,160.8568,0.0014360256195068359,314.90824580192566,130000
81.24982,0.1312211,0.12749526,0.3481488,-80.508,80.508,0.18839328,0.10998955,-80.680115,-103.5216,1.2225003,-1.4296753,21.87976,0.0014385815143585206,322.1011574268341,135000
85.60959,0.14521821,0.14043596,0.3683004,-84.80563,84.80563,0.46778652,-0.43199563,-84.97737,-107.721924,8.651116,-9.562356,67.09661,0.0014381868362426757,329.2920951843262,140000
83.64541,0.12630494,0.123282425,0.38998678,-82.87651,82.87651,2.319158,0.35992402,-83.01634,-119.00928,194.40279,-369.66418,1411.8076,0.0014363210201263428,336.47370409965515,145000
83.130936,0.12513475,0.124458306,0.3843375,-82.37119,82.37119,0.21901125,0.23631917,-82.504196,-106.15524,3.5217254,-1.902276,33.425007,0.0014353160858154297,343.6502892971039,150000
