training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
23.863579,0.20961985,0.20623341,0.71853644,-22.516182,22.516182,0.23062736,-0.40139234,-22.53553,-24.299175,1.7706248,-1.3247123,33.44368,0.020007169580459595,100.03585743904114,5000
39.47493,0.18598141,0.18317431,0.61113715,-38.305847,38.305847,0.3743751,-0.4741297,-38.41633,-43.680813,2.7819538,-3.009086,54.82775,0.0014801077365875245,107.43640923500061,10000
49.38835,0.18427815,0.18200305,0.5498331,-48.285683,48.285683,1.0385939,-0.36455074,-48.57066,-59.216213,16.763393,-11.025924,148.64601,0.0014476394176483154,114.67461037635803,15000
59.12931,0.17102009,0.16862714,0.5480591,-58.06819,58.06819,0.6161565,0.122786365,-58.260788,-71.12011,5.64947,-8.083338,94.28447,0.0014684788703918457,122.01701879501343,20000
67.41915,0.19466378,0.18984967,0.48898625,-66.346176,66.346176,0.52059555,-5.6449676,-66.6405,-82.21921,3.190895,-3.5276165,48.59978,0.0014563498973846436,129.2987723350525,25000
67.5889,0.17551029,0.17330182,0.4572542,-66.60511,66.60511,0.690949,0.41194743,-66.80481,-92.37517,4.024314,-3.9460187,64.30029,0.0014450279712677002,136.52391505241394,30000
74.042786,0.15385905,0.14989837,0.44769162,-73.133514,73.133514,0.5044334,-0.62239665,-73.28323,-102.488464,3.0687425,-3.010469,55.779552,0.0014621923446655274,143.8348891735077,35000
76.58337,0.15966734,0.1552253,0.41205642,-75.69231,75.69231,0.3224473,0.59024173,-75.86436,-115.924576,5.1188545,-3.556531,46.350418,0.001448549222946167,151.0776388645172,40000
77.935616,0.15215394,0.14826053,0.4522813,-77.02687,77.02687,0.7966933,-0.02697371,-77.1783,-127.78711,4.551827,-5.0299444,73.357346,0.0014614192008972169,158.38475608825684,45000
77.22216,0.1678292,0.16432026,0.4320981,-76.286575,76.286575,0.528321,-1.1945972,-76.42186,-117.395004,3.3201385,-5.1135106,49.965294,0.0015578028678894043,166.17378067970276,50000
