training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
22.371086,0.5881741,0.043386795,0.4005078,-21.652752,21.652752,0.4687191,0.2873144,-21.671637,-24.701511,3.1120088,-5.2986283,56.58179,0.017327207517623903,86.63604044914246,5000
39.4508,0.58171165,0.044650413,0.35946923,-38.735138,38.735138,0.64029765,-2.7012043,-38.849113,-45.12296,1.4834232,-1.2438653,29.419569,0.0014236917972564698,93.75451302528381,10000
53.318245,0.49791738,0.051407877,0.3155391,-52.666103,52.666103,0.37688577,-0.7738683,-52.805588,-64.331665,2.094303,-1.6535093,24.60299,0.0014208781719207764,100.8589072227478,15000
60.253265,0.48670778,0.05334393,0.31651086,-59.606525,59.606525,1.2162225,-3.2193902,-59.82858,-81.39378,4.2846274,-2.9989324,45.628857,0.0014332258701324463,108.0250473022461,20000
63.46557,0.4996202,0.08096121,0.33053237,-62.723064,62.723064,1.4204557,-0.20611188,-63.042046,-93.99061,10.685619,-11.230914,113.49621,0.0014052802085876466,115.05145239830017,25000
65.692955,0.52021766,0.060580008,0.30156505,-64.991,64.991,0.56214285,-1.6426303,-65.254326,-103.60416,3.073494,-2.1331604,44.506428,0.0013714640140533448,121.90877938270569,30000
67.55774,0.5166702,0.061700106,0.3381167,-66.85597,66.85597,1.0031989,0.27776414,-67.14367,-112.62631,7.7541504,-8.1926985,86.12728,0.0014242512226104735,129.030042886734,35000
70.0351,0.49221525,0.06160918,0.27193528,-69.35806,69.35806,0.73281527,0.636645,-69.540955,-103.66322,12.671116,-10.13951,89.89979,0.001403166103363037,136.04587721824646,40000
73.21404,0.5075028,0.05783987,0.30196208,-72.53302,72.53302,0.60981953,-0.9073095,-72.736626,-125.21227,5.9251266,-6.2450423,55.49345,0.001372651720046997,142.90913939476013,45000
77.42222,0.5135272,0.053467333,0.2836501,-76.74829,76.74829,0.76807845,-0.34510922,-76.92526,-131.35617,6.467585,-3.7103179,58.46368,0.0014079853534698487,149.94906997680664,50000
