training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
81.95642,-0.2985549,-9.705958,0.58861256,1.0,3.2810967,0.0,-22.815704,-24.590343,4.664453,-5.079598,204.3016,-8.760848,-22.140446,-23.82234,0.046535194,0.014484110116958618,72.42055296897888,5000
45.6851,-0.59883344,-9.186216,0.45867705,1.0,2.1016362,0.0,-37.780018,-41.281517,16.81135,-18.645966,284.79782,-2.1045265,-37.202442,-40.69134,0.050961558,0.0013531277179718018,79.18619561195374,10000
21.309772,-0.62243617,-8.566193,0.30367112,1.0,1.0358613,-11.613633,-49.290264,-54.65062,6.2451525,-5.58384,111.60038,-9.289068,-48.750854,-54.19332,0.037253477,0.0013163154602050782,85.76777672767639,15000
16.205925,-0.6007487,-8.368948,0.25435978,1.0,1.5534644,0.0,-56.13436,-66.54808,5.767445,-5.1086054,126.05394,-1.6746935,-55.764107,-66.20303,0.038681116,0.0013200623035430907,92.36809253692627,20000
109.29341,-0.2524661,-8.230713,0.21980123,1.0,2.3492982,0.0,-62.6584,-75.974915,11.950535,-9.186438,235.2814,-7.445968,-62.345795,-75.73213,0.039686944,0.001324035930633545,98.98827624320984,25000
22.308447,-0.52937424,-8.174707,0.20579976,1.0,1.6633999,-7.7935376,-68.62968,-83.751205,21.820408,-22.16084,255.79662,-6.8458543,-68.27576,-83.591255,0.052598763,0.0013549736976623534,105.76314997673035,30000
82.29077,-0.46166742,-8.092472,0.18524078,1.0,2.2328606,0.0,-69.04208,-90.22579,8.400227,-8.186075,170.10974,-4.757062,-68.766495,-90.12612,0.12881604,0.0013744486808776855,112.63539695739746,35000
182.11618,0.15223947,-7.994673,0.16079107,1.0,20.185005,0.0,-74.26228,-94.08977,258.1836,-197.08846,1821.408,-1.0788753,-73.986725,-93.959435,0.10862343,0.0013368260860443116,119.31953072547913,40000
209.29846,-0.13861875,-8.0486355,0.17428175,1.0,1.3075699,0.0,-71.5107,-98.71681,8.430762,-8.436809,250.74797,0.007784955,-71.22404,-98.69379,0.065286025,0.0013830561637878417,126.23481607437134,45000
159.72923,-0.27919143,-8.080719,0.1823028,1.0,2.2555003,-8.606981,-76.015816,-102.824104,11.325061,-18.196016,295.07993,-7.266965,-75.616066,-102.838066,0.1268242,0.0012947528839111328,132.70858693122864,50000
121.575516,-0.433694,-7.969179,0.15441778,1.0,4.669293,-1.9156835,-76.632545,-107.16433,34.01448,-28.035118,456.38574,-0.9300685,-76.446434,-107.229324,0.14041439,0.0014297364711761474,139.85727310180664,55000
59.974663,-0.37188792,-8.030182,0.16966838,1.0,1.3034761,0.0,-77.145874,-111.88524,5.8650966,-6.3014965,154.3591,-0.23855928,-76.83668,-112.0278,0.06508726,0.0013383745193481446,146.54914951324463,60000
53.080963,-0.28534293,-7.9419703,0.14761561,1.0,1.1275418,0.0,-80.01554,-114.72457,5.1912193,-5.709697,112.646515,-0.9972075,-79.81746,-114.972946,0.059285074,0.0013608354568481445,153.35333061218262,65000
135.69604,-0.18752517,-8.070091,0.17964579,1.0,1.8987832,-13.19401,-77.86227,-116.72063,11.851238,-8.371765,230.19476,-11.463622,-77.615326,-116.880745,0.09975359,0.0013541120529174805,160.1238944530487,70000
58.97688,-0.53439724,-7.9661355,0.1536569,1.0,1.4300647,-15.785743,-77.5555,-119.28242,18.8628,-11.020049,196.0919,-12.54465,-77.24146,-119.49892,0.09629217,0.0013207913875579833,166.7278552055359,75000
39.159588,-0.47759852,-7.953739,0.15055785,1.0,0.80603516,-10.453462,-75.796844,-120.9778,2.6456738,-3.9193468,106.99739,-9.153321,-75.533035,-121.28876,0.14543326,0.001294616413116455,173.200941324234,80000
47.651054,-0.5466572,-7.924629,0.14328027,1.0,1.3490281,-17.563213,-77.89081,-119.57346,7.024797,-10.0722885,178.94356,-12.752971,-77.61972,-119.76611,0.07847723,0.0013928439140319824,180.16516375541687,85000
53.34774,-0.33457643,-8.019823,0.16707852,1.0,1.1445374,0.0,-76.688515,-121.05951,8.00861,-4.096735,134.57861,-1.9715229,-76.44366,-121.366905,0.09390587,0.0013609213829040528,186.96977496147156,90000
33.362892,-0.39997828,-7.974162,0.1556634,1.0,2.2661693,-12.630046,-77.05243,-118.10195,5.2706466,-10.324237,127.51336,-10.0797415,-76.855545,-118.41014,0.08056185,0.001367793607711792,193.80874705314636,95000
452.50208,0.025343668,-7.989255,0.15943676,1.0,3.8675067,-2.7813005,-75.69768,-117.71839,27.014486,-20.800987,503.24554,-10.693421,-75.48378,-117.89805,0.26887396,0.0013910734176635741,200.7641179561615,100000
50.080914,-0.44714537,-7.886255,0.13368669,1.0,0.9844077,0.0,-77.40801,-116.05584,2.9406476,-3.8781266,93.63478,2.0443187,-77.13896,-116.1162,0.12736726,0.009860392045974732,250.06608176231384,105000
99.06899,-0.30077082,-7.967721,0.15405309,1.0,1.4905562,0.0,-76.21257,-111.670876,6.9775796,-9.412956,198.33542,-0.24085952,-75.92247,-111.90641,0.3286439,0.0013478930950164795,256.8055508136749,110000
25.51162,-0.4001506,-7.915053,0.1408861,1.0,2.0195055,-16.63659,-77.98935,-110.281815,13.665743,-20.742062,189.17902,-13.412503,-77.84436,-110.38359,0.074040905,0.0012979296684265138,263.29520320892334,115000
28.479603,-0.54150224,-7.908594,0.13927159,1.0,1.3713148,0.0,-76.92735,-108.149864,4.6592984,-2.7980552,95.77131,1.4588287,-76.671936,-108.2321,0.07465083,0.0013021603107452393,269.80600786209106,120000
69.66014,-0.23663525,-7.9690514,0.1543858,1.0,0.9277457,0.0,-78.55675,-102.99002,15.042686,-9.907074,190.17206,-11.190573,-78.50067,-103.03042,0.07109702,0.0013427972793579102,276.51999831199646,125000
27.93666,-0.653268,-7.971812,0.15507588,1.0,1.1411588,-3.0597863,-75.355896,-104.03002,3.9036462,-4.2943044,133.43066,-0.53640443,-75.096985,-104.095184,0.087761365,0.0013278303146362304,283.1591532230377,130000
78.709656,-0.37800583,-8.001119,0.16240266,1.0,1.6137216,0.0,-75.30314,-102.20226,5.4608397,-6.921545,141.33658,-2.491271,-74.96265,-102.22607,0.09746426,0.001350034236907959,289.90932846069336,135000
127.20967,-0.093407325,-7.976796,0.15632208,1.0,0.98832965,-1.8268373,-76.0002,-101.93809,6.5803156,-4.3672457,150.29424,-0.7349261,-75.811646,-101.95671,0.09768495,0.0013209074974060058,296.51386976242065,140000
91.66893,-0.17036328,-7.9050922,0.13839608,1.0,1.1418409,-5.927523,-77.99373,-125.2165,6.961164,-6.6687646,159.94194,-4.97392,-77.816185,-125.63806,0.12663087,0.001332031536102295,303.1740310192108,145000
35.31318,-0.46096736,-7.971918,0.15510263,1.0,1.6414728,-5.5089927,-76.139465,-98.39387,11.830981,-19.427378,196.1316,-6.125177,-75.99486,-98.4275,0.07694016,0.0013297508239746094,309.8227889537811,150000
70.56998,-0.21104541,-7.914283,0.14069358,1.0,0.833137,-5.743888,-77.17024,-103.2649,4.3901567,-3.6166666,119.034134,-5.4996896,-76.96184,-103.297935,0.058752358,0.0013573324203491211,316.6094546318054,155000
18.134033,-0.55660284,-7.9256325,0.14353108,1.0,1.568089,0.0,-77.29096,-104.31129,67.81989,-61.725494,474.66586,-0.57097447,-77.074104,-104.35571,0.07868165,0.001330998992919922,323.2644531726837,160000
43.546204,-0.40902746,-8.032556,0.17026196,1.0,1.2979035,-10.122237,-77.748146,-102.37081,5.1945863,-5.0533743,118.36422,-6.562985,-77.52855,-102.39,0.07265374,0.0012931164741516114,329.73003911972046,165000
42.21614,-0.45496625,-7.915227,0.14092976,1.0,1.7153912,-7.1421213,-76.530594,-103.13494,25.28321,-14.42387,203.00276,-6.5811057,-76.189896,-103.16904,0.12345748,0.0013310951232910157,336.38552165031433,170000
128.35574,-0.35009038,-7.891463,0.13498865,1.0,1.7199134,0.0,-75.46324,-98.727554,7.5419145,-12.253369,191.13898,-1.3007519,-75.1122,-98.70255,0.13703597,0.001360555362701416,343.1883020401001,175000
36.700798,-0.49565786,-7.956897,0.15134726,1.0,0.8736864,-10.390554,-75.66759,-98.300674,5.0425673,-4.2650533,90.739944,-10.004655,-75.38522,-98.304184,0.083010904,0.0013550205707550049,349.9634084701538,180000
86.917694,-0.22041875,-7.912655,0.14028682,1.0,2.2582846,-8.637653,-79.03641,-99.001076,18.94105,-15.129772,219.02965,-6.923804,-78.892456,-99.5398,0.09520263,0.001337568998336792,356.6512565612793,185000
40.675224,-0.25412074,-7.902925,0.13785425,1.0,1.4055613,-11.239314,-76.565575,-100.31839,7.9677453,-6.4131775,136.91216,-9.210447,-76.39829,-100.32058,0.25539756,0.0013882797241210937,363.59265875816345,190000
37.083084,-0.48444498,-7.926897,0.14384726,1.0,1.6108067,-10.589973,-76.84572,-99.4776,6.4537554,-6.0838823,151.33421,-3.173832,-76.56349,-99.376724,0.1488922,0.001361364221572876,370.3994834423065,195000
54.521862,-0.3445906,-7.9095535,0.13951138,1.0,1.7001612,0.0,-78.65381,-98.13462,3.6999846,-6.38484,122.395706,0.06674068,-78.49835,-98.115364,0.07894361,0.0013562682151794434,377.180828332901,200000
37.630665,-0.546592,-7.8932953,0.13544685,1.0,1.3687387,0.0,-76.48661,-104.42264,6.1661143,-5.0270333,165.80785,-4.817941,-76.35542,-104.465195,0.1425301,0.010853784370422363,431.44975447654724,205000
38.142426,-0.5409638,-7.9108686,0.13984014,1.0,1.7504182,-5.988895,-76.90297,-100.13787,5.1975656,-4.8999853,143.3408,-5.4108815,-76.6758,-100.13901,0.13798636,0.001298475217819214,437.94213461875916,210000
56.28768,-0.3741663,-7.964325,0.15320426,1.0,1.5426933,0.0,-78.8438,-98.22047,5.5081735,-6.0104876,117.96361,-1.5601532,-78.5868,-98.17794,0.09002848,0.0012849734783172608,444.3670058250427,215000
76.09308,-0.226824,-7.9290657,0.14438938,1.0,0.66684484,-10.424516,-74.16878,-100.74856,6.093173,-4.4631343,117.83498,-9.307108,-73.8867,-100.719925,0.13787262,0.0013098079681396484,450.9160499572754,220000
44.17729,-0.26906353,-7.8895793,0.13451779,1.0,0.9865224,-6.7669034,-77.1853,-99.61154,5.3913245,-6.281179,120.73253,-7.595016,-77.02425,-99.74459,0.07437387,0.001291616725921631,457.37413716316223,225000
101.75168,-0.68860096,-7.9005814,0.13726842,1.0,4.204142,-8.028528,-78.21307,-98.052505,27.814808,-18.023462,357.16772,-3.6914697,-77.82918,-98.048294,0.27290004,0.0012676997184753419,463.7126395702362,230000
16.538513,-0.3535995,-7.9191427,0.14190868,1.0,0.6994677,-7.0280643,-78.27249,-98.76223,6.272511,-3.4681702,73.7736,-8.596297,-78.02619,-98.743774,0.044353254,0.0012993021011352538,470.20915365219116,235000
11.181442,-0.7450906,-7.87502,0.13087788,1.0,3.2353568,0.0,-77.77055,-98.23579,27.189903,-26.065916,286.97552,-1.0059961,-77.54199,-98.20799,0.24683484,0.0013385816097259522,476.9020655155182,240000
42.43487,-0.2992763,-7.944139,0.14815775,1.0,1.1825035,0.0,-76.360535,-104.1942,6.600921,-9.35623,144.43889,0.37446398,-76.15614,-104.23601,0.08672408,0.0013366875648498536,483.58550691604614,245000
17.714334,-0.545867,-7.852607,0.12527472,1.0,1.1595105,-10.290264,-77.23932,-98.24636,12.495617,-17.905647,158.05247,-9.391564,-77.02081,-98.22869,0.047155958,0.0013338013648986817,490.25451707839966,250000
30.33691,-0.386201,-7.9444447,0.14823401,1.0,1.242401,-10.574812,-77.65898,-104.461685,6.602038,-10.286219,141.8977,-8.44095,-77.414856,-104.50605,0.08649316,0.0013480254650115966,496.9946482181549,255000
65.46898,-0.38270625,-7.9339,0.14559783,1.0,1.2891757,-8.295065,-77.79317,-98.464935,14.912957,-7.020184,186.10262,-8.982348,-77.556885,-98.46934,0.06935885,0.001278166389465332,503.3854835033417,260000
64.46628,-0.45407978,-7.9322906,0.14519559,1.0,1.4000992,-11.256056,-76.68587,-103.91923,14.91189,-12.241965,229.12367,-7.4206457,-76.383545,-103.960686,0.09123795,0.001277319097518921,509.7720823287964,265000
507.20892,0.16210964,-7.9093885,0.13947016,1.0,3.284964,-12.1196575,-77.217155,-103.056206,19.216505,-11.683483,376.81256,-11.167678,-76.99535,-103.089264,0.11727724,0.0013736408233642578,516.6402897834778,270000
30.697868,-0.434464,-7.8459682,0.12361497,1.0,1.836296,0.0,-79.14308,-99.47896,30.341114,-23.964779,240.94765,0.049258187,-78.92054,-99.464935,0.10525391,0.0013179937839508057,523.2302618026733,275000
54.25889,-0.22187898,-7.9766393,0.15628284,1.0,0.76310056,-3.6152182,-78.24307,-102.61631,11.002873,-12.753658,166.83757,-3.191636,-78.08514,-102.64183,0.07748638,0.0013169811725616456,529.8151705265045,280000
62.93141,-0.3134143,-8.029588,0.16951993,1.0,3.3293867,-6.2902894,-79.89955,-98.43613,21.535997,-27.934635,274.9552,-5.3637943,-79.72186,-98.42382,0.15870053,0.0013344089031219481,536.487218618393,285000
19.704617,-0.46686494,-7.8984394,0.13673282,1.0,0.7142204,0.0,-80.222145,-104.1091,4.209852,-5.1570883,95.04997,-0.7133744,-80.03246,-104.15223,0.073673576,0.001272244644165039,542.8484451770782,290000
9.885399,-0.52294487,-7.8608418,0.12733333,1.0,1.1716597,-1.8137071,-78.41638,-98.43765,4.208012,-4.5394287,87.233826,-0.71136713,-78.186325,-98.41114,0.1093072,0.0012973362922668458,549.3351340293884,295000
136.62344,-0.09523719,-7.897562,0.13651355,1.0,3.8776593,0.0,-77.06547,-102.89491,19.615036,-13.510314,307.32205,0.59387773,-76.767914,-102.926155,0.17953011,0.0013426822185516358,556.0485484600067,300000
31.400778,-0.38948393,-7.9243226,0.14320369,1.0,0.95833933,-2.7967958,-77.69328,-102.85157,3.0859032,-6.084577,86.03289,-5.6587486,-77.54348,-102.88273,0.07452244,0.010762235927581788,609.8597331047058,305000
