training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
24.174463,0.5659604,0.042267103,0.34996486,-23.185831,23.185831,0.2289419,-5.7436614,-23.18468,-24.582218,0.9264227,-0.77979374,26.748703,0.025151883316040038,125.75941967964172,5000
41.4124,0.5452906,0.025813026,0.3342812,-40.60898,40.60898,0.15954426,-7.7227917,-40.64378,-42.978218,0.6334564,-0.6705904,19.188393,0.0017167972087860108,134.34340929985046,10000
55.75616,0.5408473,0.022489617,0.31426376,-54.990417,54.990417,0.25914913,-17.341326,-54.95684,-57.895065,8.160688,-7.5826335,74.84998,0.0017013432502746581,142.85012888908386,15000
65.50265,0.48451003,0.023031179,0.29199487,-64.78783,64.78783,0.90854156,-1.5558338,-64.78475,-69.768364,7.1114297,-7.8613,96.1233,0.0015914330005645752,150.807297706604,20000
74.01676,0.5201695,0.025182292,0.2921539,-73.24477,73.24477,0.47748053,-15.523573,-73.27707,-79.61188,10.791452,-9.310407,91.75303,0.001634700345993042,158.9808030128479,25000
77.750824,0.5128471,0.025267877,0.27883548,-76.9853,76.9853,0.74316406,0.21762423,-77.0198,-89.00217,24.102848,-16.268526,158.69513,0.001553220510482788,166.74691319465637,30000
83.01666,0.48727798,0.029593684,0.2715038,-82.233444,82.233444,0.26610118,-1.5773735,-82.283936,-97.11267,3.199455,-1.5581464,41.599926,0.0015647148609161377,174.57049107551575,35000
86.227715,0.4747969,0.029835027,0.24653393,-85.45457,85.45457,1.7629615,-1.5646425,-85.52109,-103.441895,5.188411,-9.343717,82.22277,0.0015417665481567383,182.27932739257812,40000
88.60955,0.51615036,0.024880901,0.29353958,-87.84459,87.84459,0.3381858,-9.47885,-87.94481,-109.00603,1.7070827,-1.706903,35.17326,0.0016114476203918458,190.33656883239746,45000
89.81611,0.4807737,0.023906715,0.2409254,-89.09627,89.09627,1.4725771,-12.106884,-89.234505,-112.32545,10.091686,-21.210451,162.01859,0.0015576832294464111,198.12498879432678,50000
87.65579,0.41749823,0.026775593,0.2113649,-86.970535,86.970535,0.97862303,-4.100675,-87.10501,-113.89683,5.7603283,-4.7602577,61.22902,0.0015515154361724853,205.88256907463074,55000
87.130005,0.46193385,0.027015476,0.25302854,-86.39792,86.39792,2.465222,-5.358911,-86.50836,-114.75776,8.660111,-22.042992,159.964,0.0015460606575012207,213.61287593841553,60000
88.90106,0.48436895,0.029718515,0.2513251,-88.11951,88.11951,0.6283252,-21.17889,-88.259605,-116.13421,8.280659,-4.144679,57.063725,0.001542151403427124,221.3236367702484,65000
85.96774,0.44469535,0.03232886,0.28150985,-85.19976,85.19976,0.68632543,0.8464714,-85.502266,-116.576065,4.5493917,-6.938813,50.61824,0.0015450883865356444,229.04908180236816,70000
90.729866,0.51357543,0.025859129,0.22789802,-89.9577,89.9577,0.9267938,-2.5459642,-90.02432,-117.48854,7.964144,-7.8009996,77.01155,0.0015467596054077148,236.78288292884827,75000
87.36057,0.45768887,0.026462201,0.26245445,-86.63826,86.63826,1.0176852,-3.124109,-86.808395,-117.5144,6.8888354,-17.08386,112.89573,0.0015009746551513672,244.2877597808838,80000
91.07267,0.43885887,0.024048345,0.2308853,-90.393326,90.393326,0.6690144,-0.9346524,-90.49894,-116.92835,1.9176579,-3.6448462,32.88095,0.0014726343154907227,251.6509349346161,85000
91.37442,0.4672877,0.022817984,0.25378922,-90.678955,90.678955,0.51145315,-5.6131196,-90.79333,-115.85707,2.184046,-4.090443,40.941113,0.001468961000442505,258.9957432746887,90000
89.99082,0.4342144,0.028242797,0.24660622,-89.27418,89.27418,0.64753866,-7.3030605,-89.406906,-115.28362,3.7502208,-1.743723,36.57763,0.0014855557441711426,266.4235255718231,95000
89.34468,0.45167255,0.02454476,0.22957888,-88.64756,88.64756,0.91117364,-4.7237916,-88.77273,-113.94976,7.568618,-5.063364,72.47046,0.0014648294448852538,273.7476763725281,100000
90.68825,0.46542004,0.02838442,0.24621508,-89.93898,89.93898,0.3967668,-9.376447,-90.09314,-112.6091,1.1542127,-1.850891,29.404991,0.010626482248306274,326.8800919055939,105000
91.31305,0.4791091,0.026414804,0.23772433,-90.56979,90.56979,0.54343164,-11.108932,-90.65221,-111.41025,2.0722492,-2.6475499,32.525314,0.0014829502582550049,334.29484724998474,110000
90.97091,0.4270801,0.023700273,0.23338436,-90.30682,90.30682,0.8546212,-7.2741995,-90.44788,-110.7324,4.5349073,-2.8166294,43.325623,0.0014843961238861084,341.7168309688568,115000
88.318115,0.4752169,0.0284243,0.20706025,-87.558655,87.558655,0.7230523,0.4019506,-87.70529,-109.74369,3.9364197,-2.546945,45.835308,0.0014820527076721192,349.1270980834961,120000
91.69395,0.45848557,0.023486622,0.20386136,-91.000595,91.000595,0.6507625,-8.811968,-91.054016,-108.74835,2.8399203,-5.5658326,52.02645,0.001482998514175415,356.542094707489,125000
87.909294,0.3837571,0.02748003,0.19674914,-87.25074,87.25074,0.79766846,0.26660186,-87.43561,-107.88354,4.8715844,-4.1506557,48.063095,0.00148193359375,363.9517664909363,130000
89.71645,0.4259404,0.026008718,0.20511104,-89.030426,89.030426,0.6590562,-0.27466464,-89.11907,-107.1296,6.117624,-4.505731,53.713593,0.0014850410461425781,371.37697744369507,135000
87.86626,0.43423074,0.028974824,0.19063368,-87.14228,87.14228,0.61816275,-0.8760864,-87.303986,-106.3684,5.5159054,-4.479276,48.237926,0.0014832113265991211,378.7930381298065,140000
89.936455,0.43468243,0.025247756,0.22547968,-89.2493,89.2493,0.73996294,-11.561237,-89.38612,-105.743706,1.9755381,-3.675401,42.298893,0.0014859848976135255,386.22296690940857,145000
90.13638,0.43384683,0.026857626,0.21627836,-89.43396,89.43396,0.5892073,-2.6420686,-89.52698,-105.21973,6.6040454,-4.2890244,55.346718,0.0014920259475708008,393.6830997467041,150000
88.48077,0.4110778,0.024231171,0.2227542,-87.82738,87.82738,0.49134755,1.0159222,-87.93698,-104.575615,1.45386,-1.6364769,25.14954,0.0014890827655792236,401.12851762771606,155000
88.4918,0.4262884,0.023746211,0.19911206,-87.82805,87.82805,0.59456307,-13.167137,-87.96923,-104.18227,1.7543769,-1.2617545,29.076433,0.0014818521022796631,408.5377814769745,160000
89.27224,0.45129046,0.028315367,0.2232923,-88.537796,88.537796,0.50718015,-13.182043,-88.66536,-103.91285,1.8812907,-4.339844,38.2025,0.0014953861713409423,416.0147156715393,165000
90.573456,0.44483712,0.027263274,0.19340266,-89.85599,89.85599,0.37448335,-0.17634705,-89.954575,-103.92121,3.304644,-0.96752775,29.261833,0.0014797059059143067,423.41324853897095,170000
87.78764,0.41604376,0.029614888,0.21244398,-87.07545,87.07545,0.5224874,-7.55987,-87.26667,-103.828285,2.9696453,-2.8540845,39.405396,0.0014897916793823241,430.8622109889984,175000
86.44985,0.39108285,0.029913718,0.2085076,-85.75963,85.75963,0.8261652,1.3035811,-85.95485,-104.29795,2.6585603,-6.5321245,61.434635,0.0014808095455169678,438.26626229286194,180000
84.33539,0.47011134,0.029906865,0.23550195,-83.56621,83.56621,0.5861652,-0.17943485,-83.752235,-103.22602,3.6936004,-2.2034037,34.71374,0.001495159912109375,445.7420651912689,185000
85.47083,0.4228127,0.024025772,0.21467882,-84.80776,84.80776,0.4787544,0.56708467,-84.89619,-104.06925,3.0955842,-6.0675354,54.484455,0.001474390172958374,453.1140196323395,190000
87.71973,0.41500685,0.0274721,0.20866579,-87.03,87.03,0.6083852,0.059631124,-87.18091,-103.264656,5.964519,-2.070025,46.585976,0.0014808733463287354,460.51838970184326,195000
87.209335,0.4247569,0.029240895,0.19276467,-86.49217,86.49217,0.42570567,-5.861275,-86.66126,-104.18916,9.347901,-3.5647998,63.711857,0.0014777336597442626,467.9070613384247,200000
88.88535,0.38587698,0.025525609,0.20202151,-88.24422,88.24422,0.6755184,0.564898,-88.428154,-104.13077,1.3278178,-1.8322247,32.09054,0.011383155775070191,524.8228437900543,205000
86.17846,0.41235667,0.02788228,0.20293587,-85.48728,85.48728,0.5187842,-1.8470072,-85.590996,-104.08227,5.007317,-3.9736307,45.79583,0.0014885417461395264,532.2655558586121,210000
85.36348,0.34602883,0.02511115,0.18558556,-84.76634,84.76634,0.4358275,-0.028969035,-84.91185,-104.0635,1.1953671,-0.78977334,22.06515,0.0015018796920776368,539.7749571800232,215000
85.33153,0.39866737,0.03235707,0.21229783,-84.60929,84.60929,1.5119213,-5.087521,-84.82297,-104.146286,53.18831,-22.328539,247.99353,0.0014822509288787843,547.1862151622772,220000
87.21295,0.40857878,0.02657372,0.20539935,-86.538635,86.538635,1.0217457,-12.641422,-86.632195,-104.21177,4.4698596,-1.8179672,48.005516,0.0014895543098449708,554.6339929103851,225000
88.74848,0.43363795,0.026784932,0.21202202,-88.047,88.047,0.4617905,0.18534265,-88.17108,-104.12289,1.7730063,-1.0460442,26.384342,0.0014879448413848877,562.0737209320068,230000
86.43363,0.41350526,0.028981939,0.20445515,-85.73031,85.73031,1.2724192,0.12985721,-85.8336,-104.131004,57.864212,-78.397896,442.1469,0.0014953468322753906,569.5504591464996,235000
86.73054,0.47795978,0.02882337,0.21953362,-85.96434,85.96434,0.45775524,0.3253474,-86.189415,-104.35297,1.847465,-3.2329853,30.340088,0.0014884545326232911,576.992734670639,240000
85.484085,0.37709346,0.03091377,0.20323247,-84.79785,84.79785,0.4669608,-8.123257,-84.95249,-104.44441,4.474431,-4.8114843,45.702408,0.0014848060607910156,584.4167687892914,245000
85.73353,0.4076637,0.02804812,0.19649793,-85.04538,85.04538,0.54297346,-9.438932,-85.22686,-104.05695,4.3438826,-4.4407086,41.33824,0.0014801375389099122,591.8174593448639,250000
83.426094,0.3766311,0.028467704,0.21963845,-82.764786,82.764786,0.83255935,0.7600646,-82.98122,-104.33902,4.7291727,-9.637455,58.6669,0.0014859305381774903,599.2471151351929,255000
87.30528,0.416386,0.030077286,0.20321254,-86.58813,86.58813,0.4299884,-12.360776,-86.73296,-104.246994,2.308929,-1.75805,31.862244,0.0014819347858428956,606.6567924022675,260000
87.20757,0.44755256,0.024673615,0.22464591,-86.51328,86.51328,1.1943899,0.21503723,-86.715,-104.41275,61.247738,-15.011379,195.03455,0.00148594331741333,614.0865128040314,265000
86.822784,0.4247649,0.032699414,0.226273,-86.07102,86.07102,0.5483401,-0.2771819,-86.30183,-103.61831,1.4324255,-4.373967,42.60878,0.0014820077896118165,621.4965555667877,270000
84.09313,0.4638076,0.030642372,0.20324336,-83.3229,83.3229,0.44052604,0.1469976,-83.444084,-103.86421,0.89854336,-2.6698198,24.073605,0.0014845221996307373,628.9191699028015,275000
87.88137,0.38854307,0.02572339,0.186439,-87.235596,87.235596,0.4976302,-0.035351574,-87.37828,-103.567764,7.657132,-7.0710483,58.995506,0.00148282151222229,636.3332810401917,280000
83.96239,0.41071093,0.032569516,0.2319679,-83.22598,83.22598,0.3907858,-1.520858,-83.41601,-104.36189,1.0656985,-1.0978483,22.254051,0.0014910120010375976,643.7883448600769,285000
87.63023,0.46375078,0.027822006,0.19728726,-86.88826,86.88826,0.4832214,-8.39541,-86.97494,-103.68476,7.736443,-4.920101,52.691017,0.0015133075714111328,651.3548865318298,290000
86.78515,0.40170997,0.029025625,0.19093217,-86.093185,86.093185,0.51458573,-7.9278793,-86.24388,-102.90516,2.0116346,-1.8381354,31.10053,0.0014861308574676514,658.7855443954468,295000
86.548355,0.37631983,0.028358998,0.18632215,-85.88844,85.88844,0.3918119,-3.5389295,-86.07916,-104.037415,3.1016243,-3.297493,31.927038,0.0014829856872558595,666.2004759311676,300000
85.38788,0.3712785,0.029177273,0.16548964,-84.72483,84.72483,0.49013293,0.9507437,-84.8423,-103.81974,2.1601348,-3.1996462,29.910233,0.0092786949634552,712.5939545631409,305000
84.56376,0.46518832,0.033501945,0.22109967,-83.76355,83.76355,0.7589853,-8.229379,-83.95286,-103.66884,3.2803216,-2.3262553,35.75252,0.0014771914958953858,719.9799156188965,310000
86.54676,0.36143306,0.032521453,0.20732227,-85.860115,85.860115,0.52183306,-8.702285,-85.995224,-103.42639,3.6762471,-4.7819505,54.63202,0.001483018398284912,727.395012140274,315000
86.75396,0.42091817,0.029302761,0.19783325,-86.040016,86.040016,0.48336765,0.6301513,-86.20227,-103.31292,3.2018435,-1.0215043,34.183777,0.0014819748401641846,734.8048896789551,320000
84.8068,0.37900418,0.028160032,0.1743733,-84.146194,84.146194,0.72766185,-0.45178133,-84.305534,-103.87811,1.2728598,-5.17406,41.550346,0.0015440532207489015,742.5251593589783,325000
85.32873,0.37376833,0.02958379,0.19529092,-84.65912,84.65912,0.57104504,-13.64547,-84.77068,-103.21199,5.1256447,-7.6130366,55.792244,0.0015516484260559083,750.2834050655365,330000
86.35338,0.39946955,0.03191289,0.1887099,-85.63478,85.63478,0.31457132,-27.136787,-85.73978,-103.27843,2.1788645,-1.597923,24.078491,0.0015550452709197997,758.0586354732513,335000
87.9932,0.41032296,0.034191243,0.20189248,-87.24097,87.24097,0.47431606,-3.7160263,-87.44289,-103.537926,1.9278566,-5.638616,42.555435,0.0015743610858917237,765.9304473400116,340000
84.02521,0.416165,0.032471832,0.2174202,-83.284325,83.284325,0.47555175,0.45303872,-83.440475,-102.01576,4.541137,-2.124623,40.9338,0.0015736461162567138,773.7986812591553,345000
84.93365,0.41380286,0.031879697,0.22174394,-84.20105,84.20105,0.2564833,0.08777928,-84.30421,-101.68611,0.9366003,-1.8517811,22.619047,0.0015487900257110596,781.5426349639893,350000
85.296295,0.39815187,0.02916259,0.19272779,-84.606514,84.606514,0.38869268,0.78995943,-84.73856,-102.68758,2.1270034,-2.3535025,32.509468,0.0015511240482330322,789.2982585430145,355000
85.36214,0.4025607,0.03131529,0.19292688,-84.64642,84.64642,0.6344695,0.03800051,-84.80318,-102.5989,5.255199,-1.3317298,48.9878,0.0015476905822753907,797.0367152690887,360000
87.83658,0.38813108,0.03533739,0.20129375,-87.09507,87.09507,0.45608872,-3.697754,-87.185974,-102.56726,1.9803903,-0.8221146,29.515104,0.0015545686721801758,804.8095619678497,365000
83.71488,0.33921263,0.02947717,0.2036943,-83.080894,83.080894,0.4434631,-6.039321,-83.22318,-102.38444,1.1057451,-2.7383206,28.280256,0.0015487345218658448,812.5532381534576,370000
88.20224,0.4092614,0.03222293,0.20478576,-87.47075,87.47075,0.2883153,-13.381033,-87.55395,-102.45016,4.3793592,-5.384139,46.684326,0.0015525592803955078,820.3160378932953,375000
82.88389,0.4044981,0.029644592,0.20427541,-82.182945,82.182945,1.4506619,0.14278473,-82.32235,-101.90896,142.57889,-85.77672,720.8303,0.001549125623703003,828.061669588089,380000
86.80757,0.41043428,0.029297918,0.22761148,-86.10416,86.10416,0.30182374,-10.000289,-86.33905,-101.72174,1.0429702,-1.2301763,23.367422,0.0015567005157470703,835.8451752662659,385000
87.44467,0.42971498,0.035176158,0.19844551,-86.66319,86.66319,0.29435176,-6.3066034,-86.9205,-101.58007,1.7098312,-0.64984286,24.112593,0.0015586541652679443,843.6384496688843,390000
