training/actor/actor_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
0.5702131,0.0011910362,-21.4948,-22.657013,-22.782703,0.1227051,-0.08377355,3.4889843,-20.659096,-21.874557,-22.000925,6.959324e-05,0.013816965293884277,69.08483338356018,5000
0.48520726,0.00016384792,-39.073395,-39.423355,-39.463455,0.05975539,-0.066963725,1.8432978,-38.458313,-38.811493,-38.851967,9.521198e-06,0.0013969915390014648,76.06980085372925,10000
0.4837793,0.0005480419,-52.6779,-52.740143,-52.755905,0.13502106,-0.12111196,3.54406,-52.18773,-52.262753,-52.278778,1.949727e-05,0.0013400352001190186,82.76998543739319,15000
0.5132049,9.926463e-05,-63.44509,-63.528236,-63.538628,0.12450582,-0.06814188,1.9939833,-63.053284,-63.1597,-63.16969,3.521306e-06,0.0013629939079284668,89.58496522903442,20000
0.44354603,0.035315175,-71.683655,-71.71952,-71.72913,0.23909323,-0.17517483,7.202544,-71.36184,-71.43376,-71.44294,2.679774e-05,0.0013215053558349608,96.1924958229065,25000
0.50479245,0.00011590161,-78.50165,-78.56439,-78.57248,0.13218358,-0.09171926,2.036767,-78.28033,-78.347595,-78.35664,3.6092974e-06,0.0013881031036376953,103.13302087783813,30000
0.4883824,0.0020116286,-83.27934,-83.59364,-83.614624,0.14085619,-0.064482406,4.1567645,-83.23142,-83.42663,-83.44929,4.570863e-05,0.0013615691184997558,109.94087028503418,35000
0.46946794,0.007261455,-87.42704,-87.556015,-87.577095,0.12874843,-0.3772592,8.026542,-87.30302,-87.43026,-87.44984,1.0781972e-05,0.0013182220935821533,116.53198528289795,40000
0.42770746,0.00060349813,-90.634926,-90.75778,-90.778534,0.088414885,-0.094035044,3.1600575,-90.54015,-90.66472,-90.68683,2.0220385e-05,0.001321495008468628,123.13947248458862,45000
0.44652048,0.00011104703,-93.334854,-93.43764,-93.44547,0.08142277,-0.11163884,1.959085,-93.22576,-93.37144,-93.37914,7.530868e-06,0.0013826825618743896,130.05289936065674,50000
0.46156564,0.0005323814,-95.29182,-95.37899,-95.3965,0.090757236,-0.11384846,2.2617602,-95.191536,-95.33196,-95.3484,1.8646313e-05,0.001452804660797119,137.31693387031555,55000
0.446172,0.0016868637,-97.00485,-97.11427,-97.13692,0.111194596,-0.06539482,3.6117156,-96.97455,-97.08438,-97.10861,3.6081532e-05,0.0013675463676452637,144.15466904640198,60000
0.47107163,0.0015400443,-98.0229,-98.20572,-98.23921,0.10042114,-0.08277069,3.2744474,-98.00014,-98.18733,-98.22208,5.5052657e-05,0.0013279910087585448,150.79463171958923,65000
0.4761207,0.0016925456,-98.88492,-98.98399,-99.01728,0.100573555,-0.086190365,2.9502516,-98.88783,-98.97353,-99.00209,3.3979846e-05,0.0013214189052581787,157.40173745155334,70000
0.43682334,0.003292946,-99.63249,-99.735916,-99.74263,0.21052025,-0.09635119,6.069173,-99.615135,-99.732956,-99.73936,6.367476e-06,0.0013394006252288818,164.09874486923218,75000
0.44940266,0.013768388,-100.228134,-100.33272,-100.348175,0.58883595,-0.21153903,10.958238,-100.16385,-100.33484,-100.35189,3.3474782e-05,0.0013216142654418946,170.70682334899902,80000
0.49884653,0.0007029562,-100.27004,-100.32851,-100.34567,0.084846035,-0.09317938,2.1161795,-100.28013,-100.33194,-100.344925,2.9332516e-05,0.001353869104385376,177.47617769241333,85000
0.42777646,0.00042521243,-100.33883,-100.482796,-100.49716,0.109559745,-0.1336154,2.5052364,-100.41523,-100.488495,-100.50231,1.0425634e-05,0.001352042293548584,184.23640155792236,90000
0.3710994,0.00011706393,-100.55367,-100.582565,-100.59217,0.107030354,-0.10392913,2.127307,-100.563194,-100.58875,-100.59823,1.4026059e-05,0.001317042350769043,190.82162237167358,95000
0.4578864,0.00046521437,-100.57964,-100.60507,-100.61904,0.09739465,-0.13774991,2.3890567,-100.57937,-100.61085,-100.6243,3.375268e-05,0.0013104790687561035,197.37402153015137,100000
0.44496,6.676795e-05,-100.486305,-100.512344,-100.519066,0.106972545,-0.086242005,2.0113788,-100.49127,-100.51771,-100.52434,3.031324e-06,0.008019753646850586,237.47279357910156,105000
0.4457019,0.001433536,-100.471565,-100.69104,-100.70589,0.08594907,-0.15405652,2.0389037,-100.661835,-100.6996,-100.712234,2.1036023e-05,0.001452711820602417,244.7363646030426,110000
0.4380275,0.0073875673,-100.320335,-100.4404,-100.45778,0.19547279,-0.109743945,5.1579695,-100.36072,-100.444565,-100.46228,3.6759935e-05,0.0014352026462554931,251.9123818874359,115000
0.40155256,0.09884153,-99.94507,-100.4405,-100.47093,1.2433298,-0.4424253,27.862692,-100.27857,-100.446526,-100.47541,0.0010052888,0.0014310558795928956,259.06766510009766,120000
0.4252649,0.00037093036,-100.34742,-100.463036,-100.47576,0.20332243,-0.1097689,2.5281825,-100.35947,-100.46771,-100.48249,2.723488e-05,0.0014143424034118652,266.13938093185425,125000
0.44670326,0.0015624665,-99.88744,-100.30632,-100.32688,0.13755362,-0.1284681,2.353791,-100.24304,-100.31048,-100.329414,3.5702964e-05,0.0013973160266876222,273.12596440315247,130000
0.42735875,0.00058409385,-100.173904,-100.3362,-100.34676,0.22316721,-0.098606825,2.2589874,-100.241684,-100.33892,-100.350266,4.0325453e-05,0.0014388457298278809,280.320196390152,135000
0.43085685,0.001046858,-100.10066,-100.195145,-100.2278,0.12238376,-0.15218732,3.1685748,-100.08684,-100.19803,-100.227776,5.6624518e-05,0.0014485807418823241,287.56310415267944,140000
0.44427618,0.15494485,-99.4714,-99.760895,-99.82302,0.5506569,-1.5620177,33.209217,-99.26681,-99.75458,-99.8182,0.005127137,0.0014640765190124512,294.8834960460663,145000
0.39263862,0.0013184892,-99.43632,-99.5674,-99.60788,0.108056165,-0.09513069,3.884213,-99.38621,-99.5622,-99.58659,8.237228e-05,0.00146609468460083,302.2139766216278,150000
0.41179568,0.0022538067,-99.18696,-99.33775,-99.37985,0.1282649,-0.122493625,2.8411257,-99.14562,-99.33197,-99.37516,0.000102235674,0.0014599056720733642,309.5135085582733,155000
0.43638074,0.00027872092,-99.50847,-99.54166,-99.5603,0.10982105,-0.14230782,2.660911,-99.48148,-99.53651,-99.55417,1.7618202e-05,0.001451773738861084,316.77238059043884,160000
0.45074296,0.00302074,-99.176735,-99.49893,-99.53403,0.14152946,-0.16571184,3.0756056,-99.18795,-99.49167,-99.534645,9.615805e-05,0.0014376925945281983,323.96084690093994,165000
0.41697687,0.00839612,-97.37121,-99.20854,-99.250595,0.13536501,-0.21076044,5.695312,-97.34426,-99.201675,-99.25254,0.0002775179,0.0014378889083862304,331.15029549598694,170000
0.36229673,0.089710176,-96.95097,-99.00657,-99.09715,0.25144315,-0.7143198,17.706276,-97.060074,-99.00311,-99.08253,0.0029570237,0.0014534581661224365,338.41759634017944,175000
0.40650317,0.046520747,-95.698654,-98.903534,-99.0346,0.19052207,-0.5920973,14.382024,-95.926506,-98.90021,-99.04479,0.0011612084,0.0014386037826538086,345.61061906814575,180000
0.41378406,0.062819816,-92.395996,-98.6291,-98.87069,0.33890885,-0.17744116,9.632765,-91.81819,-98.61505,-98.83318,0.0014232922,0.001445742130279541,352.83933329582214,185000
0.39890474,0.029888276,-90.531296,-97.90054,-98.26626,0.25765216,-0.08540448,8.1372385,-90.468414,-97.88851,-98.25275,0.0019303377,0.0014315171241760254,359.9969232082367,190000
0.3866133,0.5664871,-77.061714,-96.76863,-97.58772,0.8758254,-0.31065276,24.415283,-76.7887,-96.77368,-97.54768,0.0067467093,0.0014380072116851807,367.18696331977844,195000
0.36632895,0.4873558,-62.122837,-95.4022,-96.86395,1.1078284,-0.45243973,30.61806,-63.531906,-95.379395,-96.84398,0.012100393,0.0014160353183746337,374.26715064048767,200000
0.4382233,0.120764196,-62.17658,-94.72226,-96.13397,0.23579912,-0.27904868,8.52598,-61.664906,-94.692154,-96.09692,0.004805199,0.008480904006958008,416.67167496681213,205000
0.39150667,0.5892871,-43.598614,-93.59578,-95.745804,1.4085178,-1.225653,29.875883,-41.375782,-93.53827,-95.70288,0.043156132,0.0013602919101715087,423.4731454849243,210000
0.39090276,0.2908839,-45.316723,-92.25956,-95.26352,1.1357185,-1.0632324,17.711996,-44.691307,-92.15279,-95.20386,0.015005857,0.001332072925567627,430.1335139274597,215000
0.4068806,0.30496192,-57.520992,-91.98565,-94.488014,1.0124855,-0.7305474,25.093721,-57.756058,-91.92444,-94.444725,0.010509016,0.001324714708328247,436.75709080696106,220000
0.429047,0.71011734,-55.33543,-90.12752,-94.10912,2.514642,-3.0486379,29.995247,-54.872032,-89.9919,-94.04933,0.033949554,0.0013151118755340577,443.33265447616577,225000
0.39412427,3.4543881,-59.57258,-90.02812,-93.87908,3.2030118,-2.9847019,54.141777,-58.592503,-89.96597,-93.8263,0.016650563,0.0013224252700805663,449.9447844028473,230000
0.37738204,0.5286919,-54.887367,-89.34999,-93.662155,1.2545576,-0.735052,37.930004,-54.423035,-89.25571,-93.59174,0.036220808,0.0013470366477966308,456.67997193336487,235000
0.40876234,0.6667571,-54.09562,-89.53132,-93.583916,2.693599,-2.2278633,45.110043,-53.812534,-89.439865,-93.53847,0.032172702,0.0013572437286376953,463.46619629859924,240000
0.40269357,0.25946945,-51.33843,-89.31716,-93.487366,0.40152296,-1.4656007,34.52356,-50.852577,-89.20772,-93.40587,0.007746134,0.0013552313804626466,470.2423634529114,245000
0.42893827,0.43882364,-49.29609,-89.109116,-93.38963,1.0706313,-0.8038331,25.93678,-45.49433,-88.953514,-93.322754,0.018589921,0.0013484649658203126,476.9846920967102,250000
0.39486486,0.3974385,-41.874836,-88.40599,-93.2643,0.46125245,-0.44033372,15.223399,-41.274284,-88.28692,-93.18528,0.014116988,0.0013406551361083985,483.68797183036804,255000
0.3837761,0.22908792,-61.935024,-88.794,-93.18071,0.43069527,-0.75189483,18.18515,-61.667522,-88.68718,-93.1014,0.013135844,0.0013103889465332032,490.2399203777313,260000
0.39213395,0.6481371,-63.187424,-88.95358,-93.024055,2.5317178,-1.3426176,36.51347,-62.862637,-88.815506,-92.95352,0.032997247,0.0013126680850982667,496.8032650947571,265000
0.36417013,0.24622743,-59.997066,-88.353806,-92.88549,0.6513402,-0.8849178,19.731993,-59.123,-88.23433,-92.81564,0.110283755,0.0013101585865020753,503.3540620803833,270000
0.38691217,0.1883482,-66.34851,-88.89836,-92.860054,0.81824243,-1.10893,30.821291,-66.008804,-88.796844,-92.787766,0.013899991,0.0013744210720062257,510.22617173194885,275000
0.3904512,0.28319275,-70.54182,-89.31474,-93.17726,1.5637436,-0.74662435,37.429516,-68.20497,-89.17845,-93.10406,0.013513213,0.0013773884773254394,517.1131176948547,280000
0.34161478,0.15223446,-43.52037,-89.04233,-92.88356,0.27616805,-0.26737687,9.397775,-42.792797,-88.94196,-92.816666,0.010612462,0.001378372287750244,524.0049827098846,285000
0.4095859,0.28084725,-53.596462,-88.073975,-92.75598,0.80745083,-0.67512447,22.871172,-53.084938,-87.9493,-92.67054,0.01623254,0.0013754998207092285,530.8824851512909,290000
0.40407458,0.25710973,-64.72453,-87.99319,-92.57223,1.4368418,-0.74596226,21.682943,-63.85708,-87.83942,-92.49558,0.020999417,0.0013420794010162353,537.5928854942322,295000
0.37053382,1.0731863,-35.7926,-87.572205,-92.34731,3.0508356,-1.7630686,68.32544,-28.439323,-87.38039,-92.2727,0.14733246,0.0012992391109466553,544.0890920162201,300000
0.362631,2.0148222,-58.11637,-86.64987,-92.1073,5.4414306,-4.0067863,50.568947,-57.626984,-86.5565,-92.02838,0.10261178,0.008231056070327758,585.2443764209747,305000
0.43015653,0.95558614,-43.42452,-86.2834,-92.00298,3.5860002,-2.7270725,36.803955,-39.690277,-86.1693,-91.92071,0.03479301,0.0013995129585266113,592.2419445514679,310000
0.3894353,0.48129827,-62.138935,-85.925606,-91.84149,0.918131,-1.3008943,36.014606,-61.004856,-85.80863,-91.76643,0.026920542,0.0013988751888275146,599.2363245487213,315000
0.40579423,1.747828,-54.6592,-84.18773,-91.51624,5.2336044,-1.92923,55.50538,-54.36817,-84.01802,-91.42693,0.122017324,0.0013977484226226806,606.225070476532,320000
0.34386134,0.3875439,-52.657703,-84.982956,-91.71229,0.9528873,-0.99527776,27.391613,-51.876976,-84.8543,-91.61243,0.03878845,0.0014024837970733643,613.2374987602234,325000
0.4111049,0.47352403,-64.231766,-84.78755,-91.75352,2.074997,-1.1421471,24.555067,-64.30495,-84.62157,-91.65202,0.024089903,0.0014104886054992676,620.28995013237,330000
0.39968377,0.41162658,-55.483547,-84.6457,-91.70479,0.7025293,-1.1556402,20.602495,-55.541435,-84.54898,-91.61181,0.026616707,0.0014065464973449706,627.322685956955,335000
0.42284712,0.32337624,-57.09734,-83.50029,-91.808205,0.92072445,-0.5965593,24.017353,-56.128754,-83.27582,-91.72262,0.038806558,0.0014100751876831054,634.3730652332306,340000
0.35889688,0.7530813,0.0,-83.74519,-92.0516,0.9449188,-0.8254422,17.153475,-8.703862,-83.55687,-91.97935,0.025799425,0.0014025075912475586,641.3856072425842,345000
0.418304,0.30265993,-61.206455,-83.23789,-92.12745,0.8413686,-0.755252,21.325226,-59.16567,-83.08885,-92.03098,0.10454568,0.0013944200038909912,648.3577108383179,350000
0.3600226,0.48197916,-33.681026,-83.33244,-92.39477,2.13606,-1.933386,53.40929,-33.598152,-83.13994,-92.32606,0.030819183,0.0013741904258728027,655.2286672592163,355000
0.4109884,0.41224766,-67.10835,-84.56651,-92.70645,0.23606348,-0.54558384,10.238247,-65.90914,-84.406784,-92.643234,0.013540648,0.0013805280208587646,662.1313111782074,360000
0.38061345,0.21931143,-54.764862,-84.46922,-93.01751,0.55805886,-0.30001488,16.222092,-57.669323,-84.285,-92.94534,0.0221518,0.0013715681552886963,668.9891617298126,365000
0.3611939,0.24669023,-60.903984,-85.14133,-93.07863,0.9317063,-0.9509759,25.102077,-61.027126,-84.933105,-93.00946,0.0183855,0.0013535916328430175,675.7571239471436,370000
0.3979721,2.3534713,-23.448627,-84.922554,-93.12829,4.935407,-2.4538732,71.055695,-14.660362,-84.69112,-93.055305,0.3156092,0.0013677335739135743,682.5957956314087,375000
0.36226496,0.5731231,-68.300514,-84.4918,-93.39669,0.7633124,-0.73494035,21.371702,-70.452225,-84.371315,-93.32989,0.020254692,0.0013706389904022216,689.4489941596985,380000
0.40328157,0.3248921,-64.52667,-84.80861,-93.53415,0.7272756,-0.36185777,13.095477,-64.168106,-84.65363,-93.46819,0.036538254,0.001399765682220459,696.4478261470795,385000
0.4176545,0.3196265,-53.652897,-84.27674,-93.43116,0.51809376,-0.52881277,17.68839,-51.675816,-84.064575,-93.36493,0.091283016,0.0013847682476043701,703.3716711997986,390000
0.4141991,0.7893184,-65.46545,-84.33617,-93.730255,1.3265394,-0.78659445,26.074759,-65.197014,-84.227264,-93.66732,0.033100054,0.001377283239364624,710.258091211319,395000
0.40328002,0.24566886,-65.39995,-85.16862,-93.99117,0.60931456,-0.5508485,15.057298,-64.95514,-85.0537,-93.93049,0.016096586,0.0013904500961303711,717.2103450298309,400000
0.43284944,1.6582564,-41.457714,-84.48161,-93.94497,3.183057,-2.7386549,43.877285,-44.705097,-84.30028,-93.88053,0.06856293,0.008249502134323121,758.4578597545624,405000
