training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
25.261297,0.15798277,0.15329668,0.5924339,-23.089035,23.089035,0.0011742518,-22.45432,-23.087755,-24.145746,0.19511026,-0.30227673,12.124826,0.01375759048461914,68.78796195983887,5000
42.312527,0.13461283,0.13003612,0.5346283,-40.43177,40.43177,0.00041729645,-39.87919,-40.43122,-41.52567,0.2633649,-0.18534379,10.694312,0.0014166288852691651,75.8711154460907,10000
55.826538,0.13085741,0.12955841,0.430802,-54.087162,54.087162,0.0003079418,-53.666496,-54.08632,-54.77649,0.23054692,-0.22558427,10.237335,0.0014463975429534913,83.10311007499695,15000
66.73601,0.13366708,0.132238,0.4466827,-64.95265,64.95265,0.0018013993,-61.010384,-64.957794,-65.78939,0.495075,-0.28389046,13.258315,0.0014397343635559083,90.30178833007812,20000
74.42751,0.12109977,0.11917653,0.40761697,-72.8089,72.8089,0.31430027,-57.60125,-72.824165,-73.77423,0.5572309,-0.5981972,20.168507,0.001440964937210083,97.5066237449646,25000
80.51605,0.122884884,0.12121116,0.42025882,-78.86694,78.86694,0.021919597,-62.45107,-78.90605,-79.79442,0.27466816,-0.33826074,14.046539,0.0013910766124725343,104.46201539039612,30000
85.296165,0.12787277,0.12509683,0.42814854,-83.58929,83.58929,0.16182683,-40.125927,-83.62318,-84.91996,0.24613614,-0.3398556,16.473341,0.0014100473403930664,111.51226019859314,35000
86.4696,0.13719413,0.13474497,0.37774777,-84.71991,84.71991,1.4049721,-27.38658,-85.030106,-88.957436,2.415665,-2.4568744,49.94808,0.0014029909133911132,118.52721810340881,40000
78.42906,0.12767835,0.12541929,0.37744942,-76.774826,76.774826,2.3754056,-21.079252,-77.39907,-91.682236,1.9652982,-1.6216443,33.475533,0.0013887875080108643,125.47116374969482,45000
75.53706,0.11818096,0.118118405,0.37478837,-73.98047,73.98047,0.63742006,-35.665165,-74.161606,-93.82443,1.1869832,-1.0905801,32.122517,0.0014706355094909669,132.82434463500977,50000
79.41003,0.12204021,0.12129699,0.39226156,-77.79736,77.79736,0.20301762,-43.80001,-77.8392,-95.74655,0.22599208,-0.27706647,15.310218,0.0013337086677551269,139.49289393424988,55000
83.793365,0.113825716,0.11278604,0.37298813,-82.28212,82.28212,0.12895687,-14.260327,-82.32502,-96.79284,0.45831794,-0.6721076,19.22754,0.0014181915760040284,146.58385682106018,60000
86.846664,0.11353899,0.11022607,0.37551445,-85.33576,85.33576,0.09471157,-29.420885,-85.35921,-97.90824,0.25838187,-0.23945336,15.92778,0.001404655361175537,153.60713815689087,65000
90.111145,0.112184465,0.11071356,0.33573654,-88.653564,88.653564,0.28591773,-16.593924,-88.68411,-98.99136,0.8917433,-1.3421104,25.447664,0.0014011899471282959,160.61309218406677,70000
91.969696,0.113557,0.111782834,0.3635516,-90.47057,90.47057,0.34839517,-24.582045,-90.50801,-99.73217,0.468747,-0.5504844,18.488108,0.0014125581741333008,167.6758909225464,75000
92.7091,0.098047964,0.097407654,0.35581833,-91.3728,91.3728,0.20474207,-18.325315,-91.43649,-100.03371,0.58645135,-0.5428491,18.878252,0.0014117129325866699,174.73446130752563,80000
93.14234,0.12798683,0.12592852,0.40579832,-91.45667,91.45667,0.49892715,-13.378725,-91.636734,-100.63424,1.3276372,-1.5671618,34.798023,0.001429077959060669,181.87985515594482,85000
87.40958,0.1330787,0.13119298,0.34176278,-85.73703,85.73703,2.2693477,-13.082067,-86.26768,-100.94823,1.9373521,-3.0188935,45.59176,0.0014191702842712402,188.97570967674255,90000
83.61625,0.107245624,0.10545158,0.29753548,-82.246254,82.246254,1.4669485,-26.1355,-82.642685,-101.127785,1.7537267,-1.6320503,36.354965,0.0013987788200378417,195.96961116790771,95000
74.931305,0.12032758,0.117855355,0.36853117,-73.3595,73.3595,0.7838714,-12.986074,-73.63164,-101.62161,0.8893582,-1.0524154,24.174952,0.001363852548599243,202.7888786792755,100000
78.826096,0.10710576,0.10607201,0.3243431,-77.430695,77.430695,0.95639724,-13.364354,-77.59239,-101.344406,1.0369446,-1.3407643,35.54676,0.005189248085021973,228.73512649536133,105000
75.62071,0.116367534,0.11415312,0.33684468,-74.12019,74.12019,1.732482,-16.263401,-74.4621,-101.599144,4.2874217,-5.23761,73.473625,0.0014749617576599121,236.10994410514832,110000
74.53318,0.112835735,0.11146027,0.2984991,-73.10632,73.10632,0.6319872,-33.048042,-73.435524,-101.82647,0.6614451,-1.1267984,23.183151,0.0014332334041595458,243.27611470222473,115000
70.84677,0.11164084,0.10975584,0.32838783,-69.40198,69.40198,1.3012422,-23.156822,-69.73482,-102.19661,1.5288074,-1.7840288,34.84906,0.0014375799655914306,250.46401810646057,120000
69.48748,0.12503521,0.12059769,0.30513853,-67.93199,67.93199,3.734604,-14.934525,-68.41833,-101.94408,2.5757322,-2.6751873,54.412205,0.0014132201671600343,257.530122756958,125000
64.81985,0.10992333,0.107737765,0.3266274,-63.39399,63.39399,2.411184,-17.628971,-63.825848,-101.920135,2.1187022,-1.6567216,45.60344,0.001404118824005127,264.5507206916809,130000
64.342606,0.11287961,0.10972793,0.34687766,-62.86693,62.86693,0.71147865,-23.8967,-63.258354,-102.198265,1.4038973,-1.4652649,33.401344,0.0014317005157470702,271.7092275619507,135000
69.08984,0.10219091,0.10096122,0.32767993,-67.74026,67.74026,0.85345554,-17.13292,-67.99865,-101.949196,2.3141358,-1.7830423,45.64722,0.0014629125118255616,279.02379965782166,140000
66.27606,0.11858909,0.11502962,0.34941232,-64.74076,64.74076,1.6049273,-20.980692,-65.14034,-101.96363,1.216047,-2.1907716,35.350163,0.0014710588932037353,286.37909841537476,145000
62.700523,0.10946048,0.10841389,0.30448353,-61.301434,61.301434,1.3468199,-15.458456,-61.754597,-102.41498,2.1352134,-2.5356634,49.704987,0.0014823811054229736,293.79100704193115,150000
63.01932,0.11477361,0.111565396,0.3168458,-61.55474,61.55474,1.5793738,-15.360863,-62.038998,-102.29109,1.8559233,-1.3420973,39.316032,0.0014767699241638183,301.17486000061035,155000
62.32929,0.11091089,0.10901357,0.286442,-60.93374,60.93374,1.2671311,-17.08034,-61.257652,-102.72933,1.9873972,-2.1198306,42.861996,0.001479740047454834,308.5735647678375,160000
61.991497,0.10925715,0.10631649,0.3095858,-60.58934,60.58934,1.3970572,-28.068493,-60.870163,-102.490074,1.1763877,-1.1365201,33.395115,0.0014539697170257567,315.8434216976166,165000
63.704853,0.0985975,0.09819186,0.30402035,-62.414856,62.414856,0.9735323,-18.92514,-62.634777,-102.52248,1.395761,-1.7144227,37.398254,0.001465087652206421,323.1688642501831,170000
68.009315,0.099523365,0.0965843,0.3079719,-66.70611,66.70611,1.2912796,-9.349289,-66.97447,-102.15186,1.6831943,-3.155635,43.053806,0.001492353868484497,330.6306369304657,175000
