training/actor/actor_loss,training/actor/bc_flow_loss,training/actor/distill_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
49.9718,0.4250322,0.038686603,0.20674773,-49.159904,49.159904,1.6234457,0.46289772,-49.626278,-103.41272,4.39381,-3.1432,67.85368,0.010276687097549439,3180.2461535930634,290000
46.828213,0.3800641,0.041932296,0.19476773,-46.028824,46.028824,0.96815807,1.4126896,-46.45563,-101.44591,3.4664867,-1.2555606,39.785538,0.010295302772521973,3231.7226917743683,295000
50.008312,0.4224938,0.0392793,0.18320687,-49.193024,49.193024,0.7902532,0.96447104,-49.596508,-103.092766,1.7291926,-1.2730068,30.731384,0.010197284126281738,3282.70916557312,300000
45.84529,0.39899427,0.049665324,0.22219792,-44.949642,44.949642,1.0743937,0.044027805,-45.524544,-101.46048,1.1976346,-1.0938605,28.63651,0.024786883211135865,3406.6436150074005,305000
51.332275,0.39094904,0.032227606,0.19232357,-50.61905,50.61905,0.75512767,-0.39852712,-51.102886,-101.45968,1.2206217,-1.5265945,24.530878,0.010180903339385986,3457.5481836795807,310000
50.63493,0.35609126,0.044104956,0.19842026,-49.837788,49.837788,0.88235176,0.7766732,-50.354042,-101.330574,3.3033834,-3.6349351,36.91944,0.01033304042816162,3509.2134091854095,315000
49.127193,0.40419018,0.041410282,0.1991849,-48.3089,48.3089,1.0260708,0.84525025,-48.90492,-101.610245,4.3369036,-2.265432,45.199753,0.010054511547088623,3559.485991001129,320000
48.42491,0.41741192,0.041089326,0.19447562,-47.596607,47.596607,0.9342587,0.06093128,-48.18198,-102.847275,1.4529414,-2.3243477,29.742281,0.010304606103897095,3611.009044408798,325000
47.548885,0.36042142,0.035882737,0.19421247,-46.829636,46.829636,0.8787888,0.26936778,-47.26894,-101.140785,2.3677957,-2.9575577,42.107082,0.01008031325340271,3661.410634279251,330000
48.514168,0.37877727,0.046589397,0.19896485,-47.669495,47.669495,0.9381275,-0.28468567,-48.191704,-102.83135,1.6612127,-1.8397287,32.528893,0.01030453724861145,3712.9333431720734,335000
50.136417,0.45302662,0.03510061,0.16559298,-49.332386,49.332386,0.87978613,0.3931316,-49.724163,-101.44053,0.91765803,-1.13328,27.13256,0.010160974550247193,3763.738270998001,340000
47.23318,0.41198406,0.04784783,0.21323916,-46.34272,46.34272,0.85889995,-0.16576844,-46.74395,-102.592316,1.8911667,-2.2646592,35.19407,0.010307141065597535,3815.2739992141724,345000
45.501007,0.40347287,0.04475884,0.21597788,-44.649944,44.649944,1.0233699,1.1845739,-45.084904,-102.013725,1.9065244,-2.2736375,36.95979,0.010075109577178954,3865.649568796158,350000
47.64804,0.40311158,0.041302793,0.19611695,-46.8319,46.8319,0.73888457,0.540481,-47.27853,-101.28847,1.8720546,-2.6507509,33.968666,0.01037069001197815,3917.503041744232,355000
46.54853,0.41981673,0.046677984,0.19883938,-45.661934,45.661934,0.70076144,-0.11037855,-46.038376,-101.142265,5.710138,-2.0926623,40.96657,0.010397080850601197,3969.488471031189,360000
49.95203,0.36691514,0.045091502,0.18100968,-49.1342,49.1342,0.92446804,0.7880697,-49.883224,-102.23774,1.7322673,-3.6459963,38.763428,0.01033738956451416,4021.1754758358,365000
51.503513,0.34708583,0.040645845,0.19089398,-50.74997,50.74997,0.7501624,1.4436742,-51.209938,-102.26806,1.0804197,-0.9369744,23.99095,0.0103561851978302,4072.9564411640167,370000
48.286087,0.36413908,0.04385864,0.18736792,-47.48336,47.48336,0.8171961,0.3139562,-47.905937,-102.35115,1.3394465,-2.3004591,31.257069,0.010510073566436767,4125.506860733032,375000
48.112015,0.35810012,0.04348576,0.1980744,-47.319057,47.319057,0.9716317,2.4567685,-47.87709,-102.335594,1.3918319,-3.240242,36.455536,0.010268722343444824,4176.850523948669,380000
47.51825,0.389689,0.05008423,0.17624165,-46.62772,46.62772,1.2778401,-0.060664043,-47.144157,-101.74607,6.7762027,-6.864452,64.24497,0.010455789947509765,4229.12953877449,385000
48.875473,0.38118613,0.039280154,0.18955624,-48.101486,48.101486,0.8528645,0.39757743,-48.527138,-101.8198,3.4349227,-2.3154733,35.235847,0.010438821649551391,4281.32369852066,390000
50.079166,0.37120944,0.042642985,0.19304389,-49.28153,49.28153,0.7627131,0.849607,-49.84306,-101.80093,3.6368966,-1.6833091,31.54819,0.01046056671142578,4333.626555919647,395000
49.93045,0.36058813,0.048472784,0.20761764,-49.085133,49.085133,0.88586503,0.8138924,-49.662945,-101.855156,1.6803113,-2.4521062,43.533714,0.010262719678878785,4384.940205812454,400000
50.63627,0.38333434,0.046336308,0.17503412,-49.78957,49.78957,0.71971613,0.6366962,-50.376053,-100.99083,2.1059391,-1.2902651,31.58287,0.023629613733291626,4503.088309049606,405000
51.914825,0.35407192,0.037489176,0.16677731,-51.185863,51.185863,0.647372,0.6686898,-51.5692,-101.40408,0.85572636,-1.0005625,22.953196,0.010311308574676513,4554.644901752472,410000
46.317974,0.4086014,0.03916181,0.18791482,-45.517754,45.517754,0.9249429,-0.23340759,-45.952293,-101.09645,1.9075809,-1.0824599,29.38916,0.010313738679885864,4606.213634490967,415000
49.154423,0.39946538,0.045868523,0.2005606,-48.296272,48.296272,1.146986,0.34117967,-48.868824,-100.86036,5.2790384,-6.812883,52.599155,0.009831682443618775,4655.372096538544,420000
48.43533,0.33064038,0.044276513,0.2000474,-47.661922,47.661922,0.87031025,0.487374,-48.19432,-101.67744,1.9906628,-1.5096983,32.85182,0.009868895530700684,4704.716597080231,425000
47.6781,0.36785716,0.038240705,0.17429633,-46.927837,46.927837,2.41461,0.27198875,-47.52585,-101.055046,16.37495,-25.101149,172.15524,0.010389686918258667,4756.665086507797,430000
48.804188,0.42148304,0.04155204,0.19997364,-47.967186,47.967186,0.54515165,0.7629784,-48.371685,-101.39732,0.8195425,-1.1975201,23.268673,0.01022081937789917,4807.769219636917,435000
48.66307,0.40620822,0.03848761,0.16738942,-47.871986,47.871986,0.643724,-0.043409914,-48.268764,-101.73966,1.0280294,-3.1551619,29.02026,0.010471333074569702,4860.125934839249,440000
48.011913,0.3575473,0.040965706,0.20629531,-47.24471,47.24471,0.71460354,0.33959365,-47.82745,-101.389244,0.9858244,-1.129267,23.948378,0.010325359582901001,4911.7527639865875,445000
49.15838,0.43210182,0.035611447,0.19252612,-48.370163,48.370163,0.6081821,0.4099176,-48.748737,-101.34211,1.8500515,-2.1380994,27.843418,0.01045799217224121,4964.042775154114,450000
44.01816,0.37649846,0.04331279,0.19053167,-43.208534,43.208534,0.8059112,0.50536656,-43.756775,-101.10305,1.1430081,-3.2468162,34.549427,0.010368804740905761,5015.886821746826,455000
47.569115,0.3806576,0.040910095,0.21968834,-46.779358,46.779358,0.7597675,-1.1849457,-47.451233,-101.40991,1.1984136,-1.4060866,25.164051,0.010463794708251954,5068.205862998962,460000
48.265167,0.39884093,0.03987744,0.19046386,-47.467552,47.467552,0.89750814,0.56815714,-48.037563,-101.70856,1.6604068,-2.0994806,36.721573,0.010393299341201782,5120.172412395477,465000
45.025448,0.35035202,0.041903008,0.18170568,-44.256065,44.256065,0.80384535,1.0129857,-44.785152,-101.160286,1.3760964,-2.607692,29.71146,0.010480048847198485,5172.572680234909,470000
47.61661,0.4146222,0.046058178,0.19468635,-46.74141,46.74141,0.6422053,-0.16674154,-47.16054,-101.03573,4.7564173,-2.6579185,35.87819,0.010261221694946289,5223.878840684891,475000
47.393513,0.37910992,0.040844448,0.18331107,-46.605957,46.605957,0.77516884,-3.2180927,-47.216743,-101.21657,2.389151,-1.3288509,31.847567,0.0104631103515625,5276.194445610046,480000
48.875046,0.37254864,0.04303554,0.18356207,-48.072144,48.072144,0.5309589,0.3935679,-48.328785,-101.55066,0.6437508,-0.7978347,20.551817,0.01042722578048706,5328.330628395081,485000
46.454338,0.39488792,0.04666672,0.20057626,-45.592785,45.592785,0.79337656,0.15475741,-46.234245,-100.92926,3.848864,-3.5739827,39.864212,0.01033956904411316,5380.028496265411,490000
47.35705,0.42535782,0.046194293,0.18919,-46.46975,46.46975,0.5738923,0.7336945,-47.00965,-101.12282,2.4500036,-0.8642109,27.944355,0.01041118836402893,5432.084491014481,495000
48.99048,0.35030767,0.041996513,0.17449738,-48.220207,48.220207,0.7596027,0.17075552,-48.662773,-101.25062,6.8786836,-5.917588,52.996273,0.01003258671760559,5482.247446537018,500000
