training/actor/actor_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
0.6163592,5.626909,0.0,-23.102367,-24.58492,10.216753,-12.826355,254.27692,-10.514097,-22.43235,-23.824587,0.2940254,0.01869769434928894,93.48848104476929,5000
0.51453555,1.4564612,0.0,-37.884644,-41.22947,11.874478,-11.156917,150.81773,-2.5341215,-37.301105,-40.63574,0.036983494,0.0013828212261199951,100.40260052680969,10000
0.53665113,0.7450673,-10.199313,-49.142605,-54.27578,2.7345357,-3.065933,48.432827,-8.937832,-48.60369,-53.81502,0.04677186,0.001337199354171753,107.08860754966736,15000
0.50585496,1.448844,0.0,-56.083065,-65.53793,8.707465,-6.412982,84.74391,-0.655585,-55.709362,-65.18166,0.043637596,0.0013473801136016845,113.825519323349,20000
0.52192295,3.3203926,0.0,-62.39092,-74.47964,24.411053,-20.35907,220.20335,-6.59162,-62.081394,-74.22456,0.04996991,0.001294948959350586,120.30026865005493,25000
0.47953305,1.4266871,-7.3731356,-68.19003,-81.94376,19.762793,-18.594242,207.24738,-6.3061285,-67.8154,-81.768074,0.051969826,0.0013014022827148438,126.80728936195374,30000
0.45715046,2.7865314,0.0,-68.727615,-88.21799,10.781716,-6.1997,114.616615,-4.5395417,-68.52046,-88.111626,0.13974354,0.0013418176651000977,133.5163824558258,35000
0.49677265,2.1312113,0.0,-74.219574,-92.91558,23.510685,-18.35014,244.35402,-0.19349414,-73.97148,-92.838234,0.10196629,0.001380834484100342,140.42056345939636,40000
0.4532323,2.0959377,0.0,-71.55402,-96.99539,10.783588,-11.654498,157.88503,0.3462015,-71.257965,-96.96506,0.0626765,0.0013703385353088379,147.27226400375366,45000
0.43187732,2.3596444,-10.436937,-76.110664,-100.793365,7.3019156,-6.6861315,119.346634,-9.236608,-75.6636,-100.78587,0.11348708,0.0013705520153045655,154.12503480911255,50000
0.4178147,3.4651608,-3.4454634,-76.77997,-104.4467,22.916874,-19.002066,249.85963,-2.4772458,-76.55156,-104.46572,0.13140336,0.0013984967231750489,161.1175229549408,55000
0.46055055,1.0680559,0.0,-76.89725,-108.87809,3.9832168,-7.003667,80.633705,0.15172723,-76.59817,-108.97989,0.08467026,0.0013121177196502686,167.67811465263367,60000
0.37705886,2.2532907,0.0,-79.83285,-112.24237,8.7459955,-12.455965,148.86368,-0.19554356,-79.6376,-112.34748,0.05879326,0.0012959785461425781,174.15801811218262,65000
0.49927402,1.297214,-12.299703,-77.52728,-115.06766,5.433946,-2.904814,73.98044,-8.999233,-77.28038,-115.27836,0.08686849,0.0013312171459197999,180.81410717964172,70000
0.45236167,1.459941,-12.89495,-77.07299,-117.78364,3.4620938,-2.5934882,68.09196,-11.839532,-76.772896,-117.95716,0.09987773,0.001373220205307007,187.6802155971527,75000
0.42855632,0.9493656,-8.623374,-75.42293,-120.20522,7.852547,-4.1746473,90.98994,-7.3369217,-75.23519,-120.41738,0.16733898,0.0013370992183685303,194.36572265625,80000
0.4437605,1.1248269,-18.34731,-77.55776,-120.89569,11.147937,-5.3382564,111.92173,-14.997765,-77.314896,-121.0905,0.07281471,0.0013268557071685792,201.0000057220459,85000
0.4448731,1.7011571,0.0,-76.34353,-123.0215,2.8968544,-4.325515,76.76133,-2.3299894,-76.08229,-123.25461,0.10934913,0.0013219321250915528,207.60966992378235,90000
0.45608056,1.9236612,-12.223383,-76.54965,-123.294205,10.639585,-9.153836,108.838875,-9.426673,-76.344574,-123.52742,0.07967917,0.0012738144874572753,213.97875022888184,95000
