training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
22.817753,0.18602675,0.18033251,0.70401585,-21.555656,21.555656,0.4289903,0.3026596,-21.589659,-24.610899,3.2532525,-5.9578285,64.21878,0.019520223999023437,97.60112404823303,5000
39.865597,0.18535751,0.1799051,0.6204191,-38.689106,38.689106,0.51772034,-2.7175148,-38.826538,-45.40228,1.77123,-2.2749467,39.374672,0.001432569694519043,104.76398658752441,10000
54.103714,0.1726614,0.17129645,0.5374133,-53.048317,53.048317,0.33650482,-1.1486878,-53.1783,-65.78917,2.4545825,-2.0439465,39.951767,0.001454988193511963,112.03893232345581,15000
60.262142,0.17894754,0.17387447,0.47165146,-59.253647,59.253647,1.1415414,-3.6728358,-59.505966,-82.81537,5.05922,-4.294305,66.06899,0.0014628049373626708,119.35296416282654,20000
63.98388,0.20177597,0.19431454,0.5254315,-62.85312,62.85312,1.1944581,0.384985,-63.131256,-95.33993,6.6397033,-5.10214,95.57291,0.001458562421798706,126.64578557014465,25000
66.204865,0.18434632,0.1810241,0.49811012,-65.15372,65.15372,0.54069376,-1.60288,-65.40392,-104.79656,4.220148,-2.6280305,56.917866,0.0014515969753265382,133.90377950668335,30000
68.46792,0.18977304,0.18802705,0.46360102,-67.435,67.435,1.1788976,-0.2214421,-67.6469,-113.25694,8.316246,-8.235058,97.08644,0.001435532808303833,141.08144855499268,35000
69.79481,0.17079352,0.1650762,0.46355793,-68.81887,68.81887,1.2632393,0.4646793,-69.02311,-106.17343,20.333532,-16.681644,165.4892,0.0014311139583587647,148.2370252609253,40000
72.227585,0.17276958,0.16859367,0.4579448,-71.25133,71.25133,0.77659655,-0.9681312,-71.4751,-117.07377,5.4570246,-7.410292,72.2708,0.0014069193840026855,155.27163171768188,45000
76.44463,0.16364351,0.15879983,0.4226992,-75.531006,75.531006,0.7303951,-0.68376917,-75.71907,-112.99387,4.395384,-4.2731166,59.819073,0.001479319477081299,162.66823315620422,50000
75.982285,0.16411588,0.16152267,0.40564537,-75.08429,75.08429,0.49896872,-0.808174,-75.27554,-111.79208,3.5137494,-2.5516396,47.06766,0.001408077335357666,169.7086226940155,55000
78.643166,0.17060581,0.16763315,0.45933914,-77.67201,77.67201,0.9429609,-0.3732623,-77.88606,-136.89777,11.16312,-8.394896,97.44227,0.0014176663875579835,176.79695868492126,60000
82.338585,0.1568237,0.15584445,0.42836034,-81.43975,81.43975,0.5699328,-13.352956,-81.604355,-109.518456,4.364773,-4.524714,57.22902,0.001444874858856201,184.0213372707367,65000
80.73053,0.1563397,0.15145239,0.4274318,-79.834076,79.834076,0.7653611,-0.35248005,-79.985115,-113.507385,4.4352417,-6.104943,53.974724,0.001392753791809082,190.98511028289795,70000
79.9513,0.19091488,0.18938291,0.4537707,-78.92479,78.92479,0.59024155,-3.9202693,-79.16282,-108.18671,13.300365,-16.992762,108.991196,0.0014024160861968993,197.99719905853271,75000
79.85257,0.16024008,0.1575505,0.41320953,-78.95864,78.95864,0.88757026,0.81944686,-79.120865,-112.492325,6.337114,-5.8381553,83.583694,0.001386724615097046,204.93082690238953,80000
82.265495,0.15000333,0.14508453,0.4066376,-81.408844,81.408844,0.43505505,-0.47278506,-81.58932,-110.242165,9.304497,-4.842952,67.78375,0.0013764813899993897,211.81323719024658,85000
82.88043,0.16933641,0.16595091,0.382149,-81.99027,81.99027,0.5793324,1.3877176,-82.21278,-164.56668,4.8215294,-15.77902,104.11635,0.001427979040145874,218.9531397819519,90000
80.051956,0.15439951,0.15357085,0.40337497,-79.18538,79.18538,0.39910972,-0.3835791,-79.394165,-110.76768,2.9863422,-7.440005,67.548325,0.0013993859767913819,225.95007300376892,95000
80.25353,0.15285906,0.15070245,0.3761296,-79.41882,79.41882,0.43773347,-0.6788211,-79.59658,-107.13196,6.747695,-2.94507,70.07863,0.0013727766513824463,232.81395983695984,100000
80.98091,0.13968736,0.13627031,0.40906495,-80.15279,80.15279,0.36107618,-6.752629,-80.34367,-114.34686,4.8459263,-2.4765553,47.071312,0.009476105165481568,280.1944897174835,105000
79.340454,0.15980886,0.15492661,0.37744248,-78.48358,78.48358,1.0481553,-0.904799,-78.68968,-109.64754,12.241864,-2.4073384,104.65122,0.0014278221130371094,287.3336126804352,110000
81.54616,0.16096777,0.15748191,0.37118912,-80.69206,80.69206,0.6065455,4.616938,-80.98407,-109.76644,5.7258058,-2.3383775,57.02021,0.001395495843887329,294.31109642982483,115000
83.19628,0.15718506,0.15456297,0.4000548,-82.32467,82.32467,0.30394393,0.039758697,-82.512245,-178.35077,1.6030368,-1.4043657,29.439102,0.001399534559249878,301.30877327919006,120000
80.520805,0.1424315,0.13953932,0.37781677,-79.71569,79.71569,0.39327878,0.6943994,-79.91382,-108.546555,8.081302,-13.726967,84.10722,0.0014183032035827636,308.40029311180115,125000
78.91831,0.16282107,0.15943384,0.36890784,-78.06094,78.06094,0.45353884,-0.25350344,-78.3129,-179.7728,6.45498,-11.1467,70.45081,0.0014142471313476563,315.47153306007385,130000
81.0758,0.12824138,0.12472601,0.38475412,-80.30632,80.30632,0.44643617,-1.4878075,-80.4771,-105.84864,4.730735,-4.027296,40.412785,0.0014106844425201416,322.5249593257904,135000
