training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/epoch_time,time/total_time,step
11.0332985,-0.95969,-9.174074,0.4556415,1.0,0.68413913,0.0,-20.304306,-23.506329,6.3527718,-4.778719,118.08736,-0.7849745,-19.520702,-22.734436,0.010632943,0.015922513580322265,79.61257147789001,5000
11.583681,-0.5717008,-8.606374,0.3137164,1.0,1.1565994,0.0,-34.187,-40.3607,5.2038727,-5.5665145,113.1439,-1.0763094,-33.556576,-39.75866,0.028906692,0.0013759060859680175,86.49211049079895,10000
3.6025243,-0.72477674,-8.428194,0.26917145,1.0,2.036511,0.0,-44.13337,-53.804005,27.615498,-19.155615,233.09404,-0.6280899,-43.60019,-53.33792,0.036724582,0.0014113324642181396,93.54877662658691,15000
22.063,-0.5701678,-8.38336,0.2579629,1.0,1.0807607,0.0,-53.01873,-64.17635,5.544463,-4.501517,108.04261,-0.1256743,-52.517494,-63.81906,0.036697283,0.0014162560939788818,100.63006091117859,20000
45.27066,-0.5496613,-8.285175,0.23341683,1.0,0.9498603,-2.3595576,-61.119835,-71.631996,8.261658,-9.27964,162.17996,-2.73021,-60.74417,-71.355576,0.07465638,0.0013566774368286134,107.41345262527466,25000
101.06259,-0.33181185,-8.205839,0.21358272,1.0,3.4238932,0.0,-61.295418,-77.430275,113.9521,-62.888374,877.4363,0.3256677,-60.94918,-77.14577,0.18260776,0.001401071786880493,114.41881847381592,30000
38.74679,-0.33889207,-8.237244,0.2214337,1.0,0.8365078,0.0,-66.546074,-81.60288,3.6485672,-4.4639735,99.27144,-0.14775154,-66.210655,-81.417274,0.03155002,0.0014153462886810303,121.49555397033691,35000
92.59972,-0.5564556,-8.090202,0.18467358,1.0,2.0495203,0.0,-67.72859,-88.255806,10.9441395,-11.761304,223.43086,0.6818999,-67.41159,-88.14151,0.15541099,0.001365020227432251,128.32066416740417,40000
31.84625,-0.38196367,-8.09075,0.1848103,1.0,0.9647297,0.0,-69.44262,-93.34394,8.685191,-5.8471575,132.59372,0.5665715,-69.103424,-93.21264,0.048000462,0.0013444621562957763,135.0429813861847,45000
118.84148,-0.25385845,-8.1814785,0.20749268,1.0,0.9855798,0.0,-68.21387,-104.9537,5.6786003,-8.892954,158.8761,-0.74929464,-67.81759,-105.01811,0.08101559,0.001341879653930664,141.75238728523254,50000
121.60582,-0.07725315,-8.080168,0.18216477,1.0,1.2560748,0.0,-70.547195,-112.74848,17.97618,-10.229774,241.78508,-0.117158756,-70.32451,-112.67918,0.08000319,0.001459562635421753,149.0502073764801,55000
