training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
24.253735,0.060141448,0.31194946,0.5924339,-23.059887,23.059887,0.0012936424,-22.41864,-23.059359,-23.78579,0.16028833,-0.15195641,10.123389,0.019844471740722656,99.22236180305481,5000
41.41214,0.041152235,0.28191042,0.5346283,-40.46599,40.46599,0.00042603587,-39.911125,-40.466057,-41.216915,0.22646336,-0.18534379,8.276421,0.0013877041339874269,106.1608898639679,10000
55.03299,0.041512884,0.27734798,0.430802,-54.187057,54.187057,0.00064660324,-53.738876,-54.187332,-54.722427,0.15331998,-0.17414925,8.602506,0.001379982328414917,113.06080508232117,15000
65.90049,0.0370875,0.29351497,0.4466827,-65.08293,65.08293,0.00034003856,-64.65062,-65.08318,-65.66366,0.21068026,-0.28389046,9.208817,0.0013494021892547607,119.80781984329224,20000
74.07959,0.032576732,0.27044135,0.40761697,-73.34621,73.34621,0.018589247,-64.99369,-73.3513,-73.72731,0.16815218,-0.1492848,9.480167,0.0013566554069519043,126.59110021591187,25000
79.79247,0.03495621,0.26942414,0.42025882,-79.02265,79.02265,0.52832454,-48.26746,-79.07031,-80.03447,1.2139455,-0.9512459,24.51213,0.001337995958328247,133.28109002113342,30000
84.827156,0.034564517,0.29751226,0.42814854,-84.05336,84.05336,0.252701,-56.94466,-84.090805,-84.84749,0.36549562,-0.2880364,13.485498,0.001320217752456665,139.8821883201599,35000
87.76789,0.03334873,0.27527124,0.37774777,-87.056656,87.056656,0.47298703,-20.938358,-87.10297,-88.66331,3.363713,-3.7627292,38.98575,0.0013160821437835694,146.4626030921936,40000
90.20185,0.03434473,0.26383054,0.37744942,-89.48096,89.48096,4.9167643,-24.009014,-89.61157,-91.73865,5.9849586,-5.5855365,74.8149,0.0013372351169586181,153.14878225326538,45000
89.68972,0.043126404,0.26904017,0.37478837,-88.88367,88.88367,1.7130109,-22.852287,-89.18646,-94.00425,2.1998966,-2.0715654,34.29485,0.0013821420669555664,160.05949640274048,50000
82.53849,0.045700587,0.28324652,0.39226156,-81.689224,81.689224,1.6150036,-31.421852,-82.04685,-95.79125,1.9438508,-2.1175923,53.93654,0.0014490758419036865,167.3048849105835,55000
