training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
22.583546,0.19662449,0.19551286,0.709173,-21.2845,21.2845,0.4299038,0.5152484,-21.334003,-24.626944,2.6673067,-4.45502,48.75815,0.019474870204925537,97.37435483932495,5000
39.67994,0.164777,0.16440865,0.59607565,-38.58953,38.58953,0.84435856,-0.16328707,-38.6536,-43.414127,20.087036,-13.003396,169.0938,0.0014412056922912598,104.58039665222168,10000
51.67948,0.17642765,0.17104933,0.5479868,-50.60221,50.60221,1.0846267,-0.193969,-50.732464,-59.31671,15.341885,-12.802672,137.21448,0.0014060926914215089,111.61086559295654,15000
60.01077,0.17149699,0.17019118,0.5175399,-58.978737,58.978737,0.6429354,-0.13837379,-59.066414,-71.1589,9.794803,-7.7837377,83.47461,0.0014219682216644288,118.7207133769989,20000
68.22074,0.16483599,0.1613979,0.47676948,-67.249466,67.249466,0.3950199,0.20586531,-67.42139,-83.07381,2.2676356,-4.3392096,45.132507,0.0013780458450317382,125.61094689369202,25000
69.17353,0.17222624,0.16918737,0.51628524,-68.140564,68.140564,0.65534216,-0.35563797,-68.324234,-95.11953,11.674735,-16.569082,110.206985,0.0013498353958129883,132.36013197898865,30000
72.78107,0.17950135,0.17830068,0.49131975,-71.75124,71.75124,0.6829903,0.5536131,-71.90178,-100.287445,12.494502,-8.122782,104.7848,0.0013647810459136963,139.18404054641724,35000
75.47864,0.14988658,0.14875552,0.42009124,-74.60889,74.60889,0.7271946,-0.023610324,-74.76244,-109.476364,20.157507,-15.04103,136.79625,0.001343551540374756,145.90180230140686,40000
79.188736,0.14732198,0.14546575,0.44275674,-78.304016,78.304016,0.40184963,0.19486408,-78.4392,-96.95141,4.0315795,-2.494673,41.50999,0.0013501927375793457,152.65277004241943,45000
78.993675,0.16151518,0.1593374,0.43684566,-78.07228,78.07228,0.51522243,-0.02838239,-78.25467,-106.30946,6.2871146,-8.6484165,69.76834,0.0014490147113800048,159.8978521823883,50000
