training/actor/actor_loss,training/actor/distill_loss,training/actor/mse,training/actor/next_ob_flow_loss,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,time/epoch_time,time/total_time,step
24.037525,0.18117422,0.17835736,0.6811316,-22.450523,22.450523,0.1152671,0.3238953,-22.475956,-24.342625,1.4642296,-1.3411083,29.750463,0.10628169484138489,531.408510684967,5000
40.841267,0.16662508,0.16215724,0.6030297,-39.405113,39.405113,0.6381265,-1.8277845,-39.5009,-43.094063,2.3032186,-2.9823327,43.50266,0.010070289278030395,581.7600269317627,10000
50.14524,0.16584802,0.167189,0.5562517,-48.75975,48.75975,0.6581798,-0.0487381,-48.967598,-59.02229,3.120538,-3.1134665,51.68487,0.009651325225830077,630.0167005062103,15000
55.074116,0.15234624,0.1497902,0.52960604,-53.78278,53.78278,0.9898163,0.0692593,-53.986015,-71.390526,13.697934,-14.439197,134.39102,0.009693526792526245,678.4843637943268,20000
62.033733,0.16161811,0.15931982,0.4571368,-60.768505,60.768505,0.911922,0.11182393,-61.01641,-82.742256,6.9442186,-7.0337324,85.76209,0.009768315601348877,727.3260006904602,25000
69.50987,0.14607051,0.14480129,0.44384706,-68.33567,68.33567,0.5828165,-2.5426917,-68.54878,-92.67597,4.4252834,-3.2898712,51.95757,0.009612100410461425,775.386549949646,30000
71.055565,0.14518596,0.14278924,0.4692741,-69.86036,69.86036,0.74077106,0.43987918,-70.05434,-99.903885,3.141932,-3.227775,54.715103,0.009729435443878174,824.033777475357,35000
77.5523,0.15831618,0.15595564,0.44464946,-76.31607,76.31607,0.9947709,0.38190365,-76.63176,-107.047745,4.169588,-4.3309603,82.79738,0.009784087419509887,872.9542713165283,40000
75.521065,0.14102134,0.1393939,0.4423025,-74.37366,74.37366,0.702114,0.2526952,-74.58953,-108.34246,1.8794473,-2.6014879,49.383617,0.009988709878921509,922.897866487503,45000
79.44638,0.16400754,0.16078214,0.42808512,-78.19826,78.19826,2.2394013,0.2556082,-78.41659,-118.14907,37.223206,-32.74517,270.23273,0.00979347825050354,971.8653149604797,50000
79.60172,0.14070344,0.13940474,0.41198742,-78.48622,78.48622,0.9762619,-0.53097796,-78.7529,-127.97383,2.121839,-2.4166453,50.710648,0.009956546688079835,1021.6480977535248,55000
79.26252,0.12513788,0.12296659,0.38260493,-78.25423,78.25423,0.59584904,0.8970051,-78.48221,-113.85059,1.4768754,-3.1289072,43.20085,0.009737301540374756,1070.334651708603,60000
77.83661,0.13395943,0.13220255,0.3842472,-76.78256,76.78256,0.61836165,0.4177569,-76.97288,-115.7062,11.121603,-8.352843,85.46698,0.009565071296691895,1118.160038948059,65000
80.797646,0.15929222,0.15336366,0.43331766,-79.56786,79.56786,0.7088865,-0.40525892,-79.86526,-115.67857,7.2321815,-5.6005573,70.63981,0.009796344900131225,1167.141812801361,70000
75.93376,0.13596855,0.13344593,0.38814583,-74.865776,74.865776,0.9774966,-0.25726715,-75.16595,-146.47783,4.907879,-3.3476193,63.23543,0.009600334692001342,1215.14350771904,75000
78.95199,0.13889626,0.13632274,0.38955784,-77.86795,77.86795,1.2079635,0.43534446,-78.17221,-120.57925,23.22476,-13.558417,212.69641,0.009948990297317505,1264.8885066509247,80000
81.3542,0.14280458,0.14056909,0.39517495,-80.245,80.245,0.8296244,0.26138306,-80.58837,-112.38424,3.0414648,-3.495073,46.106525,0.010021135234832763,1314.99422955513,85000
79.11247,0.14226136,0.14058986,0.37446046,-78.0267,78.0267,0.42970857,0.14734441,-78.330154,-112.99826,1.6297039,-2.343596,35.20739,0.00998548460006714,1364.9217009544373,90000
80.79222,0.13422713,0.1310203,0.36450636,-79.75658,79.75658,0.7315618,0.05635141,-80.02118,-110.92243,3.495593,-5.782597,65.60004,0.009900190067291259,1414.422697544098,95000
80.39802,0.11750862,0.11589444,0.36043173,-79.45004,79.45004,0.62740064,0.20690085,-79.61158,-108.66655,15.007936,-10.252389,111.5678,0.009555374050140382,1462.1996057033539,100000
83.6417,0.121164106,0.118518755,0.3953482,-82.64053,82.64053,0.5193538,0.8750158,-82.79935,-107.32903,1.6174029,-0.9735226,28.777317,0.07825890364646912,1853.4941720962524,105000
79.77258,0.14515813,0.14274503,0.40717518,-78.63962,78.63962,0.44782192,0.021105558,-78.917145,-106.8869,3.6735466,-5.0235057,53.155994,0.010261784505844116,1904.803136587143,110000
77.14094,0.13457167,0.13153598,0.37228703,-76.095795,76.095795,0.51566005,0.4191237,-76.435486,-107.21067,2.729471,-1.6219546,40.675766,0.015652495670318605,1983.065635919571,115000
78.4336,0.13031046,0.12685537,0.3706725,-77.41138,77.41138,0.44050366,-0.5749274,-77.66882,-109.490875,3.4358444,-2.0751655,40.957104,0.012339141654968262,2044.7613670825958,120000
78.423805,0.1350838,0.13279352,0.3633719,-77.38502,77.38502,0.51558864,0.1504261,-77.63142,-105.54961,6.367054,-7.8592896,80.90085,0.01019446415901184,2095.733729124069,125000
76.637794,0.11720024,0.11532722,0.3466086,-75.705185,75.705185,0.43016255,0.3615818,-75.96498,-105.72844,1.1384888,-2.5817251,36.792454,0.010275117301940919,2147.1093575954437,130000
79.76515,0.12593347,0.12277707,0.37953496,-78.75595,78.75595,0.3918321,-11.072231,-79.029335,-105.6149,3.828095,-2.734708,36.24951,0.010245161724090577,2198.3352241516113,135000
82.35173,0.11288914,0.109542996,0.35260576,-81.43468,81.43468,0.5069232,0.19268736,-81.64659,-118.74028,1.606849,-2.341066,32.580273,0.010035653972625732,2248.51353263855,140000
79.04811,0.12128465,0.11849037,0.372615,-78.06908,78.06908,0.6066922,0.2707073,-78.27823,-105.22889,6.2785463,-3.168039,39.64713,0.010035202789306641,2298.6895830631256,145000
79.566505,0.11477898,0.113132104,0.30535123,-78.687256,78.687256,0.5659089,0.41674265,-78.8997,-111.94228,3.0410142,-4.5686717,46.978184,0.010589783239364624,2351.6385385990143,150000
78.52279,0.114186436,0.11064604,0.34529647,-77.60656,77.60656,0.30848765,0.15917271,-77.80899,-111.678116,2.3150008,-1.1027725,29.335041,0.010075747442245483,2402.017310857773,155000
77.4612,0.1266105,0.12508437,0.35516626,-76.47298,76.47298,0.4229036,-0.011098832,-76.80583,-104.40323,1.7484379,-1.8465611,36.36916,0.009780300855636597,2450.9188525676727,160000
77.54713,0.1213908,0.118340895,0.3665694,-76.5736,76.5736,0.679685,1.9179648,-76.77759,-104.40161,6.136603,-8.190294,60.80511,0.009688165092468263,2499.359700679779,165000
77.55081,0.12696202,0.12343421,0.37983447,-76.53616,76.53616,0.54635817,0.32788765,-76.787186,-104.97041,3.1918926,-4.8350506,47.970177,0.01010730595588684,2549.8962709903717,170000
78.04172,0.117892,0.115987755,0.35313672,-77.09912,77.09912,0.35301843,-5.9948697,-77.34289,-105.81251,2.5816917,-1.7410097,34.031113,0.009981998538970947,2599.806284427643,175000
77.83696,0.12523586,0.121340066,0.35085666,-76.859924,76.859924,0.27383846,-0.1989942,-77.08784,-103.81111,1.8594055,-1.3399081,31.359163,0.010188307285308838,2650.74786233902,180000
75.70682,0.13855408,0.13556108,0.3633807,-74.650665,74.650665,0.43732482,0.40414566,-74.96471,-103.58645,0.9582429,-2.7816014,38.34762,0.009968725109100341,2700.5915088653564,185000
80.98014,0.10719667,0.10542436,0.32864594,-80.11551,80.11551,0.2822175,-0.070547864,-80.28363,-104.09257,2.2486732,-1.8928163,28.50393,0.010183387899398804,2751.5084838867188,190000
77.434525,0.11620711,0.11424875,0.36395603,-76.48953,76.48953,0.36380506,0.4233021,-76.664276,-103.82749,1.866451,-2.893213,41.6429,0.01042977728843689,2803.657407283783,195000
80.17022,0.12424359,0.12008041,0.35152185,-79.19748,79.19748,0.55458593,0.676103,-79.41522,-102.64686,5.9229465,-9.183662,63.917492,0.011952805185317994,2863.421456336975,200000
79.56376,0.11130129,0.10796821,0.3582483,-78.649,78.649,0.41620564,0.33688095,-78.84586,-104.179924,2.778255,-3.0938063,45.429306,0.07758992824554443,3251.3711366653442,205000
75.11899,0.11415021,0.11142248,0.3264387,-74.2218,74.2218,0.35987982,0.33130205,-74.4663,-113.61617,1.8081839,-1.960268,37.376072,0.010481773996353149,3303.7800393104553,210000
77.544945,0.11005312,0.10802637,0.3436927,-76.650986,76.650986,0.2817957,-0.41880274,-76.83407,-104.72963,1.2535353,-2.643401,32.53906,0.004370409297943115,3325.632122516632,215000
